epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_e_rmse,validation_e/N_rmse
         0,   98.096,    0.005,          0.99697,       0.00029008,          0.99726,         10.3,         15.6,         5.86,        0.266
