epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_rmse, e/N_rmse
    1,   544,          0.04071,          0.04068,       3.0132e-05,            2.018,           3.1516,           1.8872,          0.08578
    1,   545,         0.032544,         0.032499,       4.5973e-05,           1.9589,           2.8169,           2.3309,          0.10595
    1,   546,         0.031698,         0.031694,       4.2638e-06,           1.8725,           2.7818,          0.70987,         0.032267
    1,   547,         0.035729,          0.03571,       1.8868e-05,           2.0776,           2.9528,           1.4933,         0.067876
    1,   548,         0.025172,         0.025141,       3.0657e-05,           1.7603,           2.4776,           1.9034,         0.086519
    1,   549,         0.034921,         0.034887,       3.4006e-05,           1.8598,           2.9186,           2.0046,         0.091118
    1,   550,         0.038769,         0.038746,        2.297e-05,            1.989,           3.0758,           1.6475,         0.074888
    1,   551,          0.03318,         0.033152,       2.8076e-05,           1.9712,           2.8451,           1.8216,         0.082798
    1,   552,         0.025109,         0.025105,       3.8326e-06,           1.7905,           2.4759,          0.67298,          0.03059
    1,   553,         0.032564,         0.032517,       4.6571e-05,           1.9412,           2.8177,            2.346,          0.10664
    1,   554,         0.027977,         0.027892,       8.4522e-05,           1.8025,           2.6097,           3.1604,          0.14366
    1,   555,         0.034984,         0.034838,       0.00014616,           1.9528,           2.9165,            4.156,          0.18891
    1,   556,         0.026682,         0.026441,       0.00024117,           1.7933,           2.5409,           5.3386,          0.24266
    1,   557,         0.035292,         0.035248,       4.4613e-05,           2.1564,           2.9337,           2.2961,          0.10437
    1,   558,         0.022263,          0.02224,       2.3508e-05,           1.7276,           2.3303,           1.6668,         0.075762
    1,   559,         0.020282,         0.020253,       2.9265e-05,           1.5692,           2.2237,           1.8597,          0.08453
    1,   560,         0.023061,         0.022968,       9.2259e-05,           1.7205,           2.3682,            3.302,          0.15009
    1,   561,         0.028209,         0.028126,       8.3518e-05,           1.9259,           2.6206,           3.1417,           0.1428
    1,   562,         0.031291,         0.031228,       6.3431e-05,           1.9137,           2.7613,           2.7379,          0.12445
    1,   563,         0.023579,         0.023573,       5.6325e-06,           1.6976,           2.3991,           0.8159,         0.037086
    1,   564,         0.035432,         0.035412,        1.985e-05,           2.0003,           2.9405,           1.5317,         0.069621
    1,   565,          0.02407,         0.024032,        3.824e-05,           1.8038,           2.4224,           2.1258,         0.096627
    1,   566,         0.024472,         0.024439,       3.2757e-05,           1.7525,           2.4428,           1.9676,         0.089436
    1,   567,         0.029075,         0.029053,       2.2054e-05,           1.8161,           2.6634,           1.6144,         0.073381
    1,   568,           0.0265,         0.026475,       2.4672e-05,           1.7055,           2.5425,           1.7075,         0.077615
    1,   569,          0.02852,         0.028502,       1.8062e-05,           1.8432,            2.638,            1.461,         0.066411
    1,   570,         0.022816,         0.022777,       3.9023e-05,           1.6556,           2.3583,           2.1475,         0.097615
    1,   571,         0.024512,         0.024488,       2.4305e-05,           1.6924,           2.4452,           1.6948,         0.077037
    1,   572,         0.027752,         0.027741,       1.0476e-05,           1.8276,           2.6026,           1.1126,         0.050573
    1,   573,         0.021476,          0.02144,       3.5717e-05,            1.611,            2.288,           2.0544,         0.093382
    1,   574,         0.019229,         0.019118,       0.00011094,           1.5362,           2.1606,           3.6208,          0.16458
    1,   575,         0.025429,         0.025309,       0.00012042,           1.7487,           2.4859,           3.7724,          0.17147
    1,   576,         0.028601,         0.028505,       9.5992e-05,           1.8795,           2.6382,           3.3682,           0.1531
    1,   577,           0.0254,         0.025384,       1.5817e-05,           1.7822,           2.4896,           1.3671,         0.062142
    1,   578,         0.024037,         0.024024,       1.3002e-05,           1.6574,            2.422,           1.2396,         0.056347
    1,   579,         0.037746,         0.037735,       1.0795e-05,            2.055,           3.0354,           1.1294,         0.051338
    1,   580,          0.02458,         0.024513,       6.6901e-05,           1.6983,           2.4465,           2.8119,          0.12781
    1,   581,         0.027042,         0.026961,       8.0779e-05,           1.7123,           2.5657,           3.0897,          0.14044
    1,   582,         0.031754,         0.031665,       8.8595e-05,           1.9201,           2.7806,           3.2357,          0.14708
    1,   583,         0.025016,         0.025008,       7.5078e-06,           1.5855,           2.4711,          0.94186,         0.042812
    1,   584,         0.019094,         0.019021,       7.2533e-05,           1.5709,           2.1551,           2.9277,          0.13308
    1,   585,         0.030575,         0.030553,       2.1624e-05,            1.809,           2.7313,           1.5987,         0.072668
    1,   586,         0.034845,         0.034795,       5.0072e-05,           1.9689,           2.9148,           2.4326,          0.11057
    1,   587,         0.028929,         0.028925,       3.8021e-06,           1.8203,           2.6576,          0.67035,         0.030471
    1,   588,         0.016496,         0.016472,       2.3715e-05,           1.4103,           2.0055,           1.6741,         0.076096
    1,   589,         0.024891,         0.024867,       2.3969e-05,           1.7539,           2.4641,            1.683,         0.076502
    1,   590,         0.023521,         0.023506,       1.4984e-05,           1.5716,           2.3957,           1.3308,         0.060489
    1,   591,         0.030833,         0.030826,       7.2119e-06,           1.8308,           2.7435,          0.92316,         0.041962
    1,   592,          0.02896,         0.028936,       2.4044e-05,           1.8076,           2.6581,           1.6857,         0.076622
    1,   593,          0.03066,         0.030614,       4.6341e-05,           1.8252,            2.734,           2.3402,          0.10637
    1,   594,         0.026561,         0.026458,       0.00010284,           1.7751,           2.5417,           3.4862,          0.15846
    1,   595,         0.032112,         0.031988,       0.00012425,           1.9188,           2.7947,           3.8319,          0.17418
    1,   596,         0.037259,         0.037183,       7.5939e-05,           2.0159,           3.0131,           2.9957,          0.13617
    1,   597,         0.022464,         0.022447,       1.7469e-05,           1.6707,           2.3411,           1.4368,         0.065308
    1,   598,         0.023526,         0.023452,       7.4616e-05,           1.5961,           2.3929,           2.9695,          0.13498
    1,   599,         0.030852,         0.030771,       8.0918e-05,           1.8607,            2.741,           3.0923,          0.14056
    1,   600,         0.021778,         0.021642,       0.00013595,           1.5054,           2.2988,           4.0084,           0.1822
    1,   601,         0.035614,         0.035501,       0.00011293,           1.9372,           2.9442,           3.6532,          0.16606
    1,   602,         0.042304,         0.042258,       4.6076e-05,           2.0599,           3.2122,           2.3336,          0.10607
    1,   603,         0.026377,         0.026338,       3.9312e-05,           1.8214,           2.5359,           2.1555,         0.097976
    1,   604,         0.020775,         0.020766,       9.1124e-06,           1.6659,           2.2517,           1.0377,         0.047169
    1,   605,         0.021128,         0.021105,       2.3149e-05,           1.6693,           2.2701,           1.6541,         0.075184
    1,   606,         0.021196,         0.021185,       1.1015e-05,           1.5849,           2.2743,           1.1409,         0.051861
    1,   607,         0.033591,         0.033559,       3.1317e-05,           1.9389,           2.8625,           1.9238,         0.087444
    1,   608,         0.026532,         0.026475,       5.6905e-05,           1.8549,           2.5425,           2.5933,          0.11788
    1,   609,         0.029271,         0.029244,       2.7562e-05,           1.8474,           2.6721,           1.8048,         0.082036
    1,   610,         0.024378,         0.024324,       5.4301e-05,           1.6292,            2.437,           2.5332,          0.11515
    1,   611,         0.026615,         0.026553,        6.125e-05,           1.7918,           2.5463,           2.6904,          0.12229
    1,   612,         0.032004,         0.031846,       0.00015836,           1.8994,           2.7885,           4.3261,          0.19664
    1,   613,          0.03574,         0.035679,       6.0736e-05,           1.9122,           2.9515,           2.6791,          0.12178
    1,   614,         0.020585,         0.020512,       7.3054e-05,           1.6166,           2.2379,           2.9382,          0.13355
    1,   615,         0.028276,         0.028262,       1.4467e-05,            1.697,           2.6269,           1.3075,         0.059433
    1,   616,         0.022332,         0.022326,       5.6682e-06,           1.6071,           2.3348,          0.81844,         0.037202
    1,   617,           0.0311,         0.031084,       1.6125e-05,           1.9517,           2.7549,           1.3803,         0.062743
    1,   618,         0.025855,         0.025815,       4.0681e-05,           1.7745,           2.5106,           2.1926,         0.099665
    1,   619,         0.019644,         0.019601,       4.3328e-05,           1.4933,           2.1877,           2.2628,          0.10285
    1,   620,         0.028388,         0.028356,       3.2045e-05,           1.8545,           2.6313,            1.946,         0.088455
    1,   621,         0.027337,          0.02727,       6.7053e-05,           1.8469,           2.5804,            2.815,          0.12796
    1,   622,         0.024309,         0.024286,       2.2781e-05,           1.7245,           2.4351,           1.6407,         0.074578
    1,   623,         0.022019,         0.021994,       2.4247e-05,           1.6238,           2.3174,           1.6928,         0.076944
    1,   624,         0.020271,         0.020219,       5.2562e-05,           1.5418,           2.2219,           2.4923,          0.11329
    1,   625,         0.027917,         0.027896,        2.034e-05,           1.8144,           2.6099,           1.5504,         0.070471
    1,   626,         0.018078,         0.018073,       5.4371e-06,           1.5536,           2.1007,          0.80155,         0.036434
    1,   627,         0.026469,          0.02644,        2.918e-05,           1.7821,           2.5408,           1.8571,         0.084412
    1,   628,         0.025065,         0.024978,       8.7127e-05,           1.6106,           2.4696,           3.2088,          0.14585
    1,   629,         0.020021,         0.019975,       4.5832e-05,           1.5419,           2.2085,           2.3273,          0.10578
    1,   630,         0.024329,          0.02426,       6.9096e-05,            1.701,           2.4338,           2.8575,          0.12989
    1,   631,         0.026495,         0.026477,        1.751e-05,           1.8396,           2.5426,           1.4385,         0.065387
    1,   632,         0.019227,         0.019179,       4.8183e-05,           1.4603,            2.164,           2.3863,          0.10847
    1,   633,         0.016645,         0.016577,       6.8425e-05,            1.464,           2.0118,           2.8437,          0.12926
    1,   634,         0.017249,         0.017215,        3.376e-05,           1.4511,           2.0502,           1.9974,          0.09079
    1,   635,         0.021522,         0.021414,       0.00010825,           1.5995,           2.2866,           3.5767,          0.16258
    1,   636,         0.027249,         0.027147,       0.00010207,           1.7741,           2.5746,            3.473,          0.15786
    1,   637,          0.01406,         0.013869,       0.00019014,           1.3438,           1.8402,           4.7403,          0.21547
    1,   638,         0.022553,          0.02247,       8.2468e-05,           1.5558,           2.3423,           3.1218,           0.1419
    1,   639,         0.021624,         0.021536,       8.7898e-05,           1.6181,           2.2931,            3.223,           0.1465
    1,   640,         0.024172,         0.024165,       7.1177e-06,           1.5846,           2.4291,          0.91708,         0.041686
    1,   641,         0.020529,         0.020502,       2.7644e-05,           1.6228,           2.2374,           1.8074,         0.082155
    1,   642,         0.026038,         0.025984,       5.3718e-05,           1.7365,           2.5188,           2.5195,          0.11452
    1,   643,         0.012071,         0.012059,       1.2719e-05,           1.2238,           1.7159,            1.226,         0.055729
    1,   644,         0.011149,         0.011079,       7.0769e-05,           1.2129,           1.6447,            2.892,          0.13145
    1,   645,         0.019236,         0.019213,       2.3343e-05,           1.5034,           2.1659,           1.6608,         0.075492
    1,   646,         0.022872,         0.022841,       3.0746e-05,           1.6895,           2.3616,           1.9061,         0.086642
    1,   647,         0.025444,         0.025413,       3.0829e-05,           1.7446,            2.491,           1.9087,         0.086759
    1,   648,         0.025024,         0.024988,       3.6673e-05,           1.5311,           2.4701,           2.0818,         0.094626
    1,   649,         0.027302,          0.02712,       0.00018171,           1.7601,           2.5733,            4.634,          0.21064
    1,   650,         0.021457,         0.021361,       9.5249e-05,           1.6074,           2.2838,            3.355,           0.1525
    1,   651,         0.029312,         0.029226,       8.6521e-05,           1.7186,           2.6713,           3.1977,          0.14535
    1,   652,         0.017317,         0.017284,       3.2695e-05,            1.486,           2.0543,           1.9656,         0.089347
    1,   653,         0.029512,         0.029487,       2.4532e-05,           1.7153,           2.6832,           1.7026,         0.077393
    1,   654,         0.019846,         0.019744,       0.00010148,           1.6316,           2.1957,            3.463,          0.15741
    1,   655,         0.025534,         0.025459,       7.4734e-05,           1.7649,           2.4932,           2.9718,          0.13508
    1,   656,         0.019484,          0.01946,       2.4351e-05,           1.5402,           2.1798,           1.6964,         0.077107
    1,   657,          0.02677,         0.026738,       3.2216e-05,           1.7162,           2.5551,           1.9512,          0.08869
    1,   658,         0.028465,         0.028452,       1.3602e-05,           1.8295,           2.6357,           1.2679,         0.057634
    1,   659,          0.02795,         0.027852,       9.7692e-05,           1.8448,           2.6078,           3.3977,          0.15444
    1,   660,         0.019266,          0.01916,       0.00010575,           1.5433,           2.1629,           3.5351,          0.16069
    1,   661,         0.023237,         0.022992,       0.00024575,           1.5804,           2.3693,           5.3891,          0.24496
    1,   662,         0.026251,         0.025963,       0.00028764,           1.6477,           2.5178,           5.8303,          0.26501
    1,   663,         0.024734,         0.024568,        0.0001658,           1.6468,           2.4492,           4.4265,           0.2012
    1,   664,         0.023559,         0.023466,       9.3412e-05,            1.645,           2.3936,           3.3226,          0.15103
    1,   665,         0.032092,         0.032045,       4.7836e-05,           1.8736,           2.7972,           2.3776,          0.10807
    1,   666,         0.025902,         0.025834,       6.8055e-05,           1.6731,           2.5115,            2.836,          0.12891
    1,   667,         0.019062,         0.019057,       4.4939e-06,           1.4917,           2.1571,          0.72875,         0.033125
    1,   668,          0.03293,         0.032904,       2.6933e-05,           1.8733,           2.8344,           1.7841,         0.081095
    1,   669,         0.041366,         0.041363,       2.5221e-06,           2.0672,            3.178,          0.54588,         0.024813
    1,   670,         0.015612,         0.015588,       2.4193e-05,           1.4427,           1.9509,            1.691,         0.076862
    1,   671,         0.016487,         0.016436,       5.1143e-05,           1.3779,           2.0033,           2.4584,          0.11175
    1,   672,         0.019723,         0.019663,       6.0025e-05,           1.4281,           2.1911,           2.6633,          0.12106
    1,   673,         0.024446,         0.024424,       2.2645e-05,           1.6308,            2.442,           1.6359,         0.074358
    1,   674,         0.022684,         0.022649,       3.5103e-05,           1.6491,           2.3516,           2.0368,          0.09258
    1,   675,         0.020594,         0.020501,       9.3042e-05,           1.5353,           2.2373,           3.3159,          0.15072
    1,   676,         0.022297,         0.022248,       4.8159e-05,           1.5501,           2.3307,           2.3856,          0.10844
    1,   677,         0.022877,         0.022838,        3.954e-05,           1.6312,           2.3614,           2.1616,         0.098256
    1,   678,         0.033256,         0.033234,       2.2539e-05,           1.9412,           2.8486,           1.6321,         0.074186
    1,   679,         0.026598,          0.02655,       4.8601e-05,           1.7034,           2.5461,           2.3966,          0.10893
    1,   680,         0.016001,         0.015893,       0.00010846,           1.4169,           1.9699,           3.5801,          0.16273
    1,   681,         0.031531,         0.031394,       0.00013679,           1.7988,           2.7687,           4.0207,          0.18276
    1,   682,         0.032552,         0.032475,       7.6933e-05,           1.9123,           2.8159,           3.0152,          0.13706
    1,   683,         0.029544,         0.029408,       0.00013597,           1.8878,           2.6797,           4.0085,          0.18221
    1,   684,         0.033741,         0.033721,       2.0014e-05,           2.0155,           2.8694,           1.5379,         0.069903
    1,   685,         0.033874,         0.033855,       1.8677e-05,           1.9248,           2.8751,           1.4856,         0.067528
    1,   686,         0.035207,         0.035188,       1.9207e-05,           1.9552,           2.9312,           1.5065,         0.068477
    1,   687,         0.025496,         0.025444,       5.1457e-05,           1.6993,           2.4925,            2.466,          0.11209
    1,   688,         0.030653,          0.03064,       1.2134e-05,           1.8836,           2.7352,           1.1975,          0.05443
    1,   689,           0.0307,         0.030675,       2.4979e-05,           1.8021,           2.7368,           1.7181,         0.078097
    1,   690,         0.027797,         0.027748,        4.949e-05,           1.8088,           2.6029,           2.4183,          0.10992
    1,   691,         0.023964,         0.023883,       8.1487e-05,           1.6856,           2.4148,           3.1032,          0.14105
    1,   692,         0.025939,         0.025812,       0.00012744,           1.7864,           2.5105,           3.8808,           0.1764
    1,   693,         0.025162,          0.02508,       8.2005e-05,           1.7504,           2.4746,            3.113,           0.1415
    1,   694,         0.035505,         0.035416,       8.8434e-05,           1.9172,           2.9407,           3.2327,          0.14694
    1,   695,         0.027082,         0.027073,       9.3955e-06,           1.7033,            2.571,           1.0537,         0.047896
    1,   696,         0.027637,         0.027621,       1.6698e-05,           1.8058,           2.5969,           1.4048,         0.063854
    1,   697,         0.029779,         0.029758,       2.1589e-05,           1.8311,           2.6955,           1.5973,         0.072605
    1,   698,         0.031088,          0.03106,       2.7616e-05,           1.8032,           2.7539,           1.8065,         0.082115
    1,   699,         0.025036,         0.025019,       1.7165e-05,            1.667,           2.4716,           1.4242,         0.064738
    1,   700,         0.030885,         0.030763,       0.00012201,           1.8964,           2.7407,           3.7972,           0.1726
    1,   701,         0.028096,         0.028007,       8.9221e-05,           1.7334,            2.615,           3.2471,          0.14759
    1,   702,         0.026598,         0.026555,       4.3111e-05,           1.7384,           2.5463,           2.2572,           0.1026
    1,   703,         0.023292,         0.023249,       4.2992e-05,           1.5344,           2.3826,            2.254,          0.10245
    1,   704,         0.034668,         0.034566,        0.0001025,           1.9587,           2.9051,           3.4805,           0.1582
    1,   705,         0.033476,         0.033436,       4.0447e-05,           1.8082,           2.8573,           2.1863,         0.099379
    1,   706,          0.02842,         0.028335,       8.5014e-05,           1.8536,           2.6303,           3.1696,          0.14407
    1,   707,         0.017011,         0.017003,        8.135e-06,           1.5074,           2.0375,          0.98053,          0.04457
    1,   708,         0.027341,         0.027316,       2.4962e-05,           1.7365,           2.5826,           1.7176,         0.078071
    1,   709,         0.040808,         0.040728,       7.9247e-05,           2.0124,           3.1535,           3.0602,           0.1391
    1,   710,         0.019934,         0.019917,       1.6938e-05,           1.5426,           2.2053,           1.4148,          0.06431
    1,   711,         0.026645,         0.026565,       7.9877e-05,           1.7941,           2.5468,           3.0724,          0.13965
    1,   712,          0.02244,         0.022421,       1.9043e-05,           1.6334,           2.3398,           1.5001,         0.068189
    1,   713,         0.015712,         0.015704,       7.7454e-06,           1.3905,           1.9582,          0.95672,         0.043487
    1,   714,         0.025487,         0.025453,        3.467e-05,           1.6803,           2.4929,           2.0242,         0.092007
    1,   715,          0.02513,         0.025061,       6.9438e-05,           1.6367,           2.4737,           2.8647,          0.13021
    1,   716,         0.021467,         0.021351,       0.00011604,           1.5613,           2.2832,           3.7032,          0.16833
    1,   717,         0.017537,         0.017507,       2.9729e-05,            1.498,           2.0675,           1.8744,         0.085198
    1,   718,         0.020042,         0.020031,         1.02e-05,           1.5642,           2.2116,           1.0979,         0.049903
    1,   719,         0.021874,         0.021839,       3.4367e-05,           1.6712,           2.3092,           2.0153,         0.091602
    1,   720,         0.033325,         0.033216,       0.00010854,           1.7772,           2.8479,           3.5816,           0.1628
    1,   721,         0.033932,         0.033909,        2.353e-05,           1.8699,           2.8774,           1.6675,         0.075797
    1,   722,         0.026776,         0.026752,       2.4299e-05,           1.7669,           2.5558,           1.6946,         0.077025
    1,   723,         0.019799,         0.019779,       2.0428e-05,           1.5071,           2.1976,           1.5538,         0.070625
    1,   724,         0.017987,         0.017964,       2.3438e-05,           1.3694,           2.0943,           1.6643,          0.07565
    1,   725,         0.020199,         0.020178,       2.0671e-05,           1.5267,           2.2197,            1.563,         0.071045
    1,   726,         0.027196,         0.027167,       2.9077e-05,           1.7124,           2.5755,           1.8537,          0.08426
    1,   727,         0.021994,         0.021969,        2.466e-05,           1.5884,           2.3161,           1.7071,         0.077595
    1,   728,         0.029079,         0.028985,       9.4235e-05,           1.7339,           2.6603,           3.3372,          0.15169
    1,   729,         0.022969,         0.022881,       8.7722e-05,           1.6423,           2.3637,           3.2197,          0.14635
    1,   730,         0.018962,         0.018881,       8.0739e-05,           1.4943,           2.1471,            3.089,          0.14041
    1,   731,         0.025962,         0.025786,       0.00017672,           1.6625,           2.5092,           4.5699,          0.20772
    1,   732,         0.014655,         0.014589,       6.6137e-05,           1.3353,           1.8874,           2.7957,          0.12708
    1,   733,         0.017929,         0.017847,       8.2236e-05,           1.4539,           2.0875,           3.1174,           0.1417
    1,   734,         0.028287,         0.028276,       1.1265e-05,           1.8394,           2.6276,           1.1537,         0.052443
    1,   735,         0.021473,         0.021447,       2.6223e-05,           1.5578,           2.2884,           1.7603,         0.080014
    1,   736,         0.021444,          0.02138,       6.4315e-05,           1.5273,           2.2848,           2.7569,          0.12531
    1,   737,         0.029773,         0.029744,        2.896e-05,           1.7717,           2.6949,           1.8499,         0.084087
    1,   738,         0.022005,         0.021992,       1.2498e-05,           1.5974,           2.3173,           1.2153,         0.055239
    1,   739,         0.022867,         0.022807,       6.0115e-05,           1.6196,           2.3598,           2.6654,          0.12116
    1,   740,         0.013408,         0.013367,       4.0948e-05,           1.3018,           1.8066,           2.1998,          0.09999
    1,   741,         0.021324,         0.021263,       6.0216e-05,            1.492,           2.2786,           2.6676,          0.12125
    1,   742,         0.028355,          0.02831,       4.5031e-05,           1.7678,           2.6291,           2.3069,          0.10486
    1,   743,         0.026058,         0.026035,       2.3216e-05,           1.7416,           2.5213,           1.6564,         0.075289
    1,   744,         0.016476,          0.01644,       3.6193e-05,           1.4713,           2.0035,           2.0682,         0.094008
    1,   745,         0.019894,         0.019839,       5.5084e-05,           1.5851,           2.2009,           2.5515,          0.11598
    1,   746,         0.019117,         0.019077,       3.9931e-05,           1.4732,           2.1582,           2.1723,         0.098741
    1,   747,         0.029821,          0.02968,        0.0001417,           1.6781,            2.692,           4.0922,          0.18601
    1,   748,         0.028713,         0.028591,       0.00012212,           1.8198,           2.6422,           3.7989,          0.17268
    1,   749,         0.018206,         0.018184,        2.224e-05,           1.4378,           2.1071,           1.6212,         0.073689
    1,   750,         0.022654,         0.022638,       1.6085e-05,           1.6127,           2.3511,           1.3787,          0.06267
    1,   751,         0.018568,         0.018527,       4.1068e-05,           1.5192,           2.1269,            2.203,          0.10014
    1,   752,         0.027085,         0.027037,       4.8081e-05,           1.7362,           2.5694,           2.3837,          0.10835
    1,   753,         0.021682,         0.021655,       2.7096e-05,           1.5606,           2.2995,           1.7894,         0.081338
    1,   754,         0.021012,         0.020993,       1.8882e-05,           1.4965,            2.264,           1.4938,           0.0679
    1,   755,         0.018186,          0.01815,       3.5702e-05,           1.4319,           2.1052,            2.054,         0.093366
    1,   756,         0.030374,         0.030261,       0.00011303,            1.845,           2.7182,           3.6548,          0.16613
    1,   757,         0.018984,         0.018952,       3.1058e-05,           1.4904,           2.1512,           1.9158,         0.087084
    1,   758,         0.015848,         0.015791,       5.6987e-05,           1.3454,           1.9636,           2.5951,          0.11796
    1,   759,         0.016641,         0.016567,       7.4334e-05,           1.3408,           2.0113,           2.9639,          0.13472
    1,   760,         0.023651,         0.023589,       6.1557e-05,           1.6684,           2.3999,           2.6972,           0.1226
    1,   761,         0.015824,         0.015761,       6.3353e-05,           1.3234,           1.9617,           2.7362,          0.12437
    1,   762,         0.020862,         0.020832,       3.0211e-05,           1.4693,           2.2553,           1.8895,         0.085889
    1,   763,          0.02181,         0.021761,       4.8782e-05,           1.5775,           2.3051,            2.401,          0.10914
    1,   764,         0.019533,         0.019509,       2.4007e-05,           1.5287,           2.1825,           1.6843,         0.076561
    1,   765,         0.019887,         0.019875,       1.1601e-05,           1.5142,           2.2029,           1.1709,         0.053223
    1,   766,         0.019372,         0.019348,       2.3643e-05,           1.4955,           2.1735,           1.6715,         0.075977
    1,   767,         0.028619,           0.0286,       1.8935e-05,           1.6806,           2.6426,           1.4959,         0.067996
    1,   768,         0.019394,         0.019352,        4.198e-05,            1.514,           2.1737,           2.2273,          0.10124
    1,   769,         0.029237,         0.029221,       1.5668e-05,           1.7325,           2.6711,           1.3608,         0.061853
    1,   770,         0.023945,         0.023935,       1.0005e-05,           1.6501,           2.4175,           1.0874,         0.049426
    1,   771,         0.039383,         0.039363,       1.9979e-05,           1.8065,           3.1002,           1.5365,         0.069843
    1,   772,         0.015002,         0.014951,        5.161e-05,            1.376,           1.9106,           2.4696,          0.11226
    1,   773,         0.021495,         0.021394,       0.00010042,           1.5737,           2.2856,            3.445,          0.15659
    1,   774,         0.019686,         0.019565,       0.00012067,           1.4389,           2.1857,           3.7763,          0.17165
    1,   775,         0.024397,          0.02429,        0.0001071,           1.6861,           2.4353,           3.5576,          0.16171
    1,   776,         0.020164,         0.019979,       0.00018492,           1.4786,           2.2087,           4.6748,          0.21249
    1,   777,         0.017724,         0.017638,       8.6291e-05,           1.4522,           2.0753,           3.1933,          0.14515
    1,   778,         0.030871,         0.030792,       7.9151e-05,           1.8028,            2.742,           3.0584,          0.13902
    1,   779,         0.029701,         0.029588,       0.00011362,           1.8055,           2.6878,           3.6644,          0.16656
    1,   780,         0.023661,         0.023635,       2.6228e-05,           1.6533,           2.4023,           1.7605,         0.080024
    1,   781,         0.025031,         0.024939,       9.2282e-05,           1.7045,           2.4677,           3.3023,          0.15011
    1,   782,         0.025464,         0.025381,       8.3396e-05,           1.6471,           2.4894,           3.1393,           0.1427
    1,   783,         0.028331,         0.028296,       3.5397e-05,           1.7749,           2.6285,           2.0453,         0.092967
    1,   784,         0.028602,         0.028529,       7.3288e-05,           1.7485,           2.6393,            2.943,          0.13377
    1,   785,         0.032045,         0.031841,       0.00020388,            1.807,           2.7883,           4.9086,          0.22312
    1,   786,         0.026463,         0.026263,       0.00019981,           1.7792,           2.5323,           4.8593,          0.22088
    1,   787,         0.027074,         0.026862,       0.00021212,           1.7517,            2.561,           5.0067,          0.22758
    1,   788,         0.024863,         0.024797,       6.6318e-05,            1.725,           2.4606,           2.7995,          0.12725
    1,   789,         0.018641,         0.018596,       4.5133e-05,           1.5388,           2.1308,           2.3094,          0.10497
    1,   790,         0.023848,         0.023819,        2.974e-05,           1.7016,           2.4116,           1.8747,         0.085213
    1,   791,         0.032292,         0.032273,       1.8908e-05,           1.8096,           2.8072,           1.4949,         0.067949
    1,   792,         0.025054,         0.025009,        4.493e-05,           1.6766,           2.4711,           2.3043,          0.10474
    1,   793,          0.01905,          0.01902,       2.9762e-05,           1.5721,            2.155,           1.8754,         0.085246
    1,   794,         0.025547,         0.025542,       5.1502e-06,           1.7324,           2.4973,          0.78011,          0.03546
    1,   795,         0.024256,         0.024241,       1.4619e-05,           1.5701,           2.4329,           1.3145,         0.059748
    1,   796,         0.020423,         0.020279,       0.00014458,           1.4762,           2.2252,           4.1335,          0.18789
    1,   797,         0.030827,          0.03065,       0.00017694,           1.8658,           2.7356,           4.5727,          0.20785
    1,   798,         0.029584,         0.029311,       0.00027283,           1.9336,           2.6752,           5.6782,           0.2581
    1,   799,         0.025973,         0.025922,        5.111e-05,           1.5582,           2.5158,           2.4577,          0.11171
    1,   800,         0.019045,         0.019004,       4.0851e-05,           1.4756,           2.1541,           2.1972,         0.099872
    2,     1,         0.034599,         0.034576,       2.2418e-05,           1.9339,           2.9056,           1.6276,         0.073983
    2,     2,         0.022918,         0.022818,       0.00010007,           1.6595,           2.3604,            3.439,          0.15632
    2,     3,         0.019517,         0.019454,       6.3195e-05,             1.57,           2.1795,           2.7328,          0.12422
    2,     4,         0.021852,         0.021825,       2.6213e-05,           1.5358,           2.3085,           1.7601,         0.080005
    2,     5,         0.026105,         0.026089,       1.5824e-05,           1.8309,           2.5239,           1.3674,         0.062157
    2,     6,         0.017161,         0.017137,       2.4111e-05,            1.529,           2.0456,            1.688,         0.076728
    2,     7,         0.024068,          0.02403,        3.841e-05,           1.6007,           2.4223,           2.1305,         0.096843
    2,     8,         0.019772,         0.019719,       5.3055e-05,           1.5131,           2.1943,           2.5039,          0.11381
    2,     9,         0.014513,         0.014486,       2.6928e-05,           1.3101,           1.8807,            1.784,         0.081089
    2,    10,         0.024958,         0.024938,       1.9485e-05,           1.6242,           2.4676,           1.5175,         0.068979
    2,    11,          0.01507,         0.015036,       3.3329e-05,           1.3069,           1.9161,           1.9846,         0.090209
    2,    12,         0.015335,         0.015298,       3.6902e-05,           1.3604,           1.9327,           2.0882,          0.09492
    2,    13,         0.015363,         0.015338,       2.5459e-05,           1.3652,           1.9352,           1.7346,         0.078844
    2,    14,         0.035181,         0.035136,       4.5691e-05,            1.945,            2.929,           2.3237,          0.10562
    2,    15,         0.020451,         0.020385,       6.6539e-05,           1.4922,            2.231,           2.8042,          0.12746
    2,    16,         0.025787,         0.025759,       2.8011e-05,           1.6728,           2.5079,           1.8195,         0.082702
    2,    17,         0.017798,          0.01779,       8.3946e-06,           1.5069,           2.0842,          0.99599,         0.045272
    2,    18,         0.016683,         0.016674,       9.1846e-06,           1.4435,           2.0177,           1.0418,         0.047352
    2,    19,         0.027162,         0.027143,       1.9384e-05,           1.7624,           2.5744,           1.5135,         0.068794
    2,    20,         0.023427,         0.023421,       6.0128e-06,           1.5958,           2.3914,          0.84293,         0.038315
