epoch, wall, LR,validation_loss_self_forces,validation_loss_self_energy,validation_loss_coupl_forces,validation_loss_coupl_energy,validation_loss,validation_self_forces_rmse,validation_self_energy_rmse,validation_coupl_forces_rmse,validation_coupl_energy_rmse
         0,   13.976,    0.005,          0.98033,       0.00064318,          0.96044,        0.0038922,           1.9453,         11.5,         6.48,         3.36,          4.7
