epoch, batch, loss, loss_self_forces, loss_self_energy, loss_coupl_forces, loss_coupl_energy, self_forces_rmse, self_energy_rmse, coupl_forces_rmse, coupl_energy_rmse
    3,   146,          0.27157,         0.055706,       0.00010767,          0.21382,        0.0019344,            2.745,           2.6604,           1.5869,           3.3207
    3,   147,          0.14501,         0.067272,       7.3294e-05,         0.076507,        0.0011525,           3.0166,           2.1899,          0.94926,           2.5631
    3,   148,          0.11437,         0.044061,       0.00013217,         0.068246,        0.0019319,           2.4413,           2.9432,          0.89655,           3.3185
    3,   149,          0.13996,         0.086706,       0.00052076,          0.05082,        0.0019122,           3.4247,           5.8352,          0.77366,           3.3016
    3,   150,          0.19302,         0.046692,       0.00015556,          0.14316,        0.0030164,           2.5132,           3.1922,           1.2985,           4.1467
    3,   151,          0.15363,         0.068174,       9.6063e-05,         0.080543,        0.0048205,           3.0367,           2.5082,          0.97397,           5.2421
    3,   152,          0.10962,          0.05053,       0.00013857,         0.056899,        0.0020575,           2.6144,           3.0175,          0.81862,           3.4247
    3,   153,          0.10516,         0.048938,       5.8727e-05,         0.054977,        0.0011905,           2.5729,           1.9514,          0.80468,            2.605
    3,   154,          0.20237,         0.069469,       0.00010768,          0.12982,        0.0029764,           3.0654,           2.6566,           1.2365,           4.1191
    3,   155,          0.20595,          0.06171,       0.00011207,          0.14147,        0.0026553,           2.8892,            2.716,           1.2908,           3.8906
    3,   156,          0.11166,         0.056377,       7.4789e-05,         0.053633,        0.0015706,           2.7615,           2.2021,          0.79479,           2.9922
    3,   157,          0.14917,         0.047705,       0.00022163,          0.10007,        0.0011777,           2.5402,              3.8,           1.0856,           2.5911
    3,   158,          0.15886,         0.077292,       0.00018692,         0.079803,        0.0015739,           3.2334,           3.4987,          0.96949,           2.9953
    3,   159,          0.17134,         0.050982,       0.00023418,          0.11906,        0.0010723,           2.6261,           3.9111,           1.1842,           2.4724
    3,   160,          0.10185,         0.046902,       0.00014107,         0.054162,       0.00064638,           2.5188,           3.0424,          0.79869,           1.9196
    3,   161,          0.20608,         0.067313,       6.0156e-05,          0.13623,        0.0024742,           3.0175,           1.9854,           1.2667,           3.7555
    3,   162,          0.14137,         0.066682,       5.8396e-05,         0.073263,        0.0013658,           3.0033,           1.9538,          0.92892,           2.7903
    3,   163,          0.13837,          0.05285,       2.1613e-05,         0.083609,        0.0018873,           2.6737,            1.187,          0.99234,             3.28
    3,   164,          0.24965,         0.053809,       0.00013797,          0.19271,        0.0029946,           2.6979,           2.9949,           1.5066,           4.1317
    3,   165,          0.09187,         0.044252,       1.2116e-05,          0.04718,       0.00042501,           2.4466,          0.88366,          0.74544,           1.5565
    3,   166,         0.095381,         0.049934,       8.7218e-05,         0.044713,       0.00064685,           2.5989,           2.3882,          0.72569,           1.9203
    3,   167,          0.25522,         0.039851,       8.5585e-05,          0.21337,        0.0019098,           2.3217,           2.3679,           1.5853,           3.2995
    3,   168,          0.16646,         0.049032,       0.00027588,          0.11501,        0.0021478,           2.5754,           4.2409,           1.1638,           3.4991
    3,   169,          0.17553,         0.059497,       0.00042794,          0.11157,        0.0040319,           2.8369,           5.2866,           1.1463,           4.7942
    3,   170,          0.20785,         0.054838,       0.00054373,          0.15073,        0.0017416,           2.7236,            5.967,           1.3324,           3.1509
    3,   171,          0.13259,         0.066518,       0.00013973,         0.063685,        0.0022449,           2.9996,            3.022,          0.86607,           3.5773
    3,   172,          0.26232,         0.045642,       0.00010939,          0.21428,        0.0022911,           2.4847,           2.6774,           1.5886,           3.6139
    3,   173,          0.11281,         0.051915,       7.6543e-05,          0.05928,        0.0015433,             2.65,           2.2317,          0.83558,           2.9661
    3,   174,          0.10243,         0.057355,       3.3758e-05,         0.042288,        0.0027576,           2.7854,           1.4828,          0.70573,           3.9648
    3,   175,          0.22587,         0.073236,       0.00014136,           0.1512,        0.0012896,           3.1474,           3.0393,           1.3345,           2.7114
    3,   176,          0.10067,         0.045569,       8.1223e-05,         0.053117,        0.0019032,           2.4827,           2.3076,          0.79095,           3.2938
    3,   177,          0.10258,         0.050717,       0.00010894,         0.050585,        0.0011689,           2.6192,           2.6695,          0.77187,           2.5813
    3,   178,          0.17547,         0.051651,        0.0003179,          0.12228,        0.0012226,           2.6432,           4.5587,           1.2001,             2.64
    3,   179,          0.12597,          0.04759,       0.00015721,         0.076615,        0.0016098,           2.5372,           3.2104,          0.94993,           3.0293
    3,   180,          0.17418,         0.052024,       0.00024455,          0.11902,        0.0028978,           2.6528,           4.0006,            1.184,           4.0644
    3,   181,          0.15726,         0.064218,       2.7206e-05,          0.08999,        0.0030278,           2.9473,           1.3408,           1.0295,           4.1545
    3,   182,          0.15646,         0.057562,       0.00011513,         0.096746,        0.0020414,           2.7904,           2.7422,           1.0675,           3.4113
    3,   183,          0.13792,         0.052526,       4.7838e-05,         0.083844,        0.0015012,           2.6655,           1.7658,          0.99373,           2.9253
    3,   184,           0.2524,         0.064332,       0.00015133,          0.18569,        0.0022351,           2.9499,           3.1562,           1.4788,           3.5695
    3,   185,          0.11609,         0.034996,        0.0003522,         0.077485,        0.0032524,           2.1757,           4.7962,           0.9553,           4.3058
    3,   186,          0.11812,         0.052773,        0.0013319,         0.063041,       0.00097175,           2.6718,           9.3426,          0.86168,           2.3536
    3,   187,          0.15157,         0.072859,       0.00039668,         0.077142,        0.0011763,           3.1393,           5.0975,          0.95319,           2.5895
    3,   188,          0.14404,         0.056035,       0.00038389,         0.085054,        0.0025645,           2.7531,            5.009,           1.0009,           3.8234
    3,   189,          0.12302,         0.064757,       7.1556e-05,         0.056956,        0.0012393,           2.9597,           2.1659,          0.81903,           2.6579
    3,   190,           0.1155,         0.045225,       0.00027558,         0.069389,       0.00061104,           2.4734,           4.2457,          0.90402,           1.8663
    3,   191,          0.10069,         0.051048,       0.00032183,         0.047556,        0.0017595,           2.6278,           4.5929,          0.74841,            3.167
    3,   192,          0.11325,         0.054599,       0.00035422,         0.056655,        0.0016375,           2.7176,           4.8124,          0.81687,           3.0553
    3,   193,          0.10374,         0.050338,       0.00030702,         0.052559,       0.00053846,           2.6094,           4.4855,          0.78679,            1.752
    3,   194,          0.29115,         0.057183,       9.0497e-05,          0.23071,        0.0031595,           2.7812,           2.4372,           1.6484,           4.2439
    3,   195,          0.13477,         0.070253,       5.5879e-05,         0.063076,         0.001384,           3.0827,           1.9069,          0.86192,           2.8089
    3,   196,          0.14534,         0.055999,        2.015e-05,          0.08762,        0.0016963,           2.7523,             1.15,           1.0159,           3.1097
    3,   197,           0.1872,         0.044472,       5.3147e-05,          0.14243,       0.00024653,           2.4527,           1.8678,           1.2952,           1.1855
    3,   198,          0.13916,         0.059058,       0.00021842,         0.074687,        0.0052006,           2.8264,           3.7712,           0.9379,           5.4448
    3,   199,          0.12993,         0.059222,       0.00026815,          0.06862,        0.0018197,           2.8303,           4.1892,            0.899,           3.2208
    3,   200,          0.19526,         0.084239,       0.00010219,          0.10876,        0.0021587,           3.3756,           2.5821,           1.1318,           3.5079
    3,   201,          0.23253,         0.050329,       6.0651e-05,          0.18125,       0.00088929,           2.6092,           1.9947,           1.4611,           2.2515
    3,   202,          0.16314,         0.057644,       0.00028812,          0.10374,        0.0014626,           2.7924,           4.3499,           1.1054,           2.8874
    3,   203,          0.12002,         0.071346,       9.2674e-05,         0.048053,       0.00052817,           3.1066,           2.4652,          0.75231,           1.7352
    3,   204,          0.12582,         0.055725,       7.8466e-05,            0.068,        0.0020202,           2.7455,           2.2648,          0.89493,           3.3936
    3,   205,         0.095499,         0.052201,       5.4383e-05,         0.042415,       0.00082965,           2.6573,           1.8877,          0.70679,           2.1747
    3,   206,          0.18393,         0.065448,       0.00020108,          0.11709,        0.0011904,           2.9754,           3.6272,           1.1743,           2.6049
    3,   207,          0.19989,         0.051478,       0.00022916,          0.14626,        0.0019286,           2.6388,           3.8729,           1.3125,           3.3157
    3,   208,           0.2293,         0.070349,        0.0001806,          0.15776,        0.0010127,           3.0848,           3.4416,           1.3631,           2.4027
    3,   209,          0.43695,         0.043719,        0.0001759,          0.39143,         0.001631,           2.4318,           3.3927,           2.1471,           3.0492
    3,   210,          0.21069,          0.12414,        9.919e-05,         0.084617,        0.0018345,           4.0979,           2.5442,           0.9983,           3.2338
    3,   211,          0.14545,         0.073745,       0.00021124,         0.069611,        0.0018843,           3.1584,           3.7194,          0.90547,           3.2774
    3,   212,          0.10208,         0.039065,       4.9027e-05,         0.060167,        0.0028019,           2.2988,           1.7745,          0.84181,           3.9965
    3,   213,          0.20489,         0.086011,       0.00017625,          0.11502,        0.0036812,           3.4109,           3.3984,           1.1639,           4.5809
    3,   214,          0.12461,          0.06122,       4.0166e-05,         0.062371,       0.00098121,           2.8777,           1.6143,          0.85709,            2.365
    3,   215,         0.088955,         0.034649,       0.00020676,         0.053476,       0.00062411,           2.1649,           3.6758,          0.79362,           1.8862
    3,   216,          0.14728,         0.077118,       0.00050049,         0.068477,        0.0011854,           3.2298,           5.7219,          0.89806,           2.5995
    3,   217,          0.14175,         0.038472,       0.00022673,          0.10255,       0.00049985,           2.2812,           3.8452,            1.099,            1.688
    3,   218,          0.12247,         0.053208,       0.00011548,         0.066775,        0.0023701,           2.6828,           2.7495,          0.88683,           3.6757
    3,   219,          0.14791,         0.042196,       0.00020168,          0.10377,        0.0017419,           2.3891,           3.6436,           1.1055,           3.1512
    3,   220,           0.1373,          0.05528,       0.00018658,         0.075773,        0.0060574,           2.7345,           3.5035,          0.94469,           5.8762
    3,   221,          0.10329,          0.04583,       0.00012675,         0.053759,        0.0035745,           2.4898,           2.8846,          0.79571,            4.514
    3,   222,          0.11625,         0.054109,       1.9922e-05,         0.061162,       0.00095567,           2.7054,           1.1424,          0.84874,            2.334
    3,   223,            0.162,         0.081316,       5.0453e-05,         0.079965,       0.00067305,           3.3165,           1.8194,          0.97047,           1.9588
    3,   224,          0.20318,          0.04997,       8.0536e-05,          0.15109,        0.0020363,           2.5999,           2.2935,            1.334,            3.407
    3,   225,          0.13799,          0.03832,       0.00010599,         0.097485,        0.0020771,           2.2767,           2.6355,           1.0715,            3.441
    3,   226,          0.13537,         0.052842,        9.884e-05,         0.079223,        0.0032069,           2.6735,           2.5409,          0.96596,           4.2756
    3,   227,          0.18975,         0.063935,       0.00019561,          0.12212,        0.0034952,           2.9408,           3.5859,           1.1993,           4.4637
    3,   228,          0.16318,         0.054323,       0.00019631,          0.10681,        0.0018464,           2.7108,           3.5875,           1.1216,           3.2443
    3,   229,           0.1474,         0.048181,       9.1848e-05,         0.098379,        0.0007499,           2.5529,           2.4528,           1.0764,           2.0676
    3,   230,          0.15159,         0.065858,       4.4046e-05,         0.083338,        0.0023525,           2.9847,           1.6936,          0.99073,            3.662
    3,   231,         0.084535,         0.033709,       4.8239e-05,         0.048976,        0.0018012,           2.1354,           1.7815,           0.7595,           3.2044
    4,     1,          0.10498,         0.062185,       8.8712e-05,         0.041554,        0.0011509,           2.9003,           2.4125,          0.69958,           2.5613
    4,     2,          0.12122,         0.047668,       0.00019693,         0.072145,        0.0012113,           2.5393,           3.5846,           0.9218,           2.6278
    4,     3,          0.11426,         0.052364,       4.5824e-05,         0.058811,        0.0030385,           2.6614,           1.7375,          0.83226,           4.1619
    4,     4,          0.14172,         0.057765,       1.1241e-05,         0.082155,        0.0017934,           2.7953,           0.8598,          0.98367,           3.1974
    4,     5,         0.078241,         0.037632,       8.8862e-05,         0.038958,        0.0015626,           2.2562,           2.4109,          0.67737,           2.9845
    4,     6,          0.17341,         0.035901,       0.00016358,          0.13173,        0.0056164,           2.2037,           3.2629,           1.2456,           5.6583
    4,     7,          0.13084,         0.040851,       4.2796e-05,          0.08744,        0.0025065,           2.3507,           1.6759,           1.0148,             3.78
    4,     8,          0.11924,         0.037474,       5.4098e-05,          0.08134,       0.00036909,           2.2515,            1.883,          0.97878,           1.4505
    4,     9,          0.19155,         0.069494,       9.5465e-05,          0.11913,        0.0028236,            3.066,           2.5002,           1.1845,            4.012
    4,    10,          0.13973,         0.049503,       4.1274e-05,         0.086942,        0.0032427,           2.5877,           1.6428,           1.0119,           4.2994
    4,    11,          0.11647,         0.059063,       1.6811e-05,         0.055635,        0.0017591,           2.8265,           1.0584,          0.80948,           3.1666
    4,    12,          0.14168,         0.055288,       0.00017999,         0.082374,         0.003838,           2.7347,           3.4267,          0.98498,           4.6775
    4,    13,          0.22157,         0.065335,       0.00015099,           0.1544,        0.0016916,           2.9728,           3.1397,           1.3485,           3.1053
    4,    14,          0.14538,         0.053864,       3.5458e-05,         0.089262,        0.0022143,           2.6993,            1.523,           1.0253,           3.5529
    4,    15,          0.12437,         0.047774,       5.9328e-05,         0.072135,        0.0043988,           2.5421,           1.9731,          0.92174,           5.0075
    4,    16,          0.10967,         0.053985,       2.8585e-05,         0.051667,        0.0039891,           2.7023,           1.3706,          0.78008,           4.7686
    4,    17,          0.14105,         0.052917,       3.9567e-05,          0.08552,        0.0025687,           2.6754,           1.6022,           1.0036,           3.8266
    4,    18,          0.11338,         0.063098,       0.00011848,         0.049651,       0.00050825,           2.9215,           2.7874,          0.76471,           1.7021
    4,    19,          0.14273,         0.044844,        3.542e-05,         0.096141,        0.0017101,           2.4629,           1.5206,           1.0641,           3.1223
    4,    20,          0.27107,         0.047248,       6.4615e-05,          0.22194,        0.0018152,           2.5281,           2.0599,           1.6168,           3.2168
    4,    21,           0.2563,         0.060645,       3.6142e-05,          0.19516,       0.00045982,           2.8641,           1.5417,           1.5161,            1.619
    4,    22,           0.1357,         0.057666,       6.7651e-05,          0.07719,       0.00077657,           2.7929,           2.1072,          0.95348,            2.104
    4,    23,          0.11395,          0.04527,       0.00013174,         0.066386,        0.0021653,           2.4746,           2.9383,          0.88424,           3.5133
    4,    24,          0.14018,         0.063149,       0.00024138,         0.073716,        0.0030748,           2.9227,           3.9795,          0.93178,           4.1866
    4,    25,          0.10407,         0.053325,       0.00013788,         0.050034,       0.00057379,           2.6857,           2.9997,          0.76765,           1.8086
    4,    26,          0.18858,         0.052533,       6.7177e-05,          0.13447,        0.0015085,           2.6657,            2.095,           1.2585,           2.9324
    4,    27,          0.09368,         0.054978,       5.2317e-05,         0.037054,        0.0015953,            2.727,           1.8517,          0.66062,           3.0157
    4,    28,          0.16355,         0.067522,       0.00027435,          0.09325,         0.002499,           3.0222,           4.2387,            1.048,           3.7743
    4,    29,         0.091083,         0.038067,       9.6026e-05,         0.051847,        0.0010724,           2.2692,           2.5065,          0.78144,           2.4725
    4,    30,          0.13861,         0.050974,       0.00027937,         0.084687,        0.0026736,           2.6258,           4.2815,          0.99872,            3.904
    4,    31,          0.11623,         0.043572,       0.00013522,         0.067775,        0.0047487,           2.4277,           2.9782,          0.89345,           5.2029
    4,    32,          0.13731,         0.059009,       5.2088e-05,         0.077559,       0.00068805,           2.8252,           1.8499,          0.95576,           1.9805
    4,    33,          0.12609,         0.050909,       0.00011392,         0.074506,        0.0005593,           2.6242,           2.7344,          0.93676,           1.7856
    4,    34,          0.11362,         0.059391,       3.7458e-05,         0.050784,        0.0034063,           2.8344,           1.5686,          0.77339,           4.4066
    4,    35,          0.13669,         0.034015,       0.00012017,           0.1002,        0.0023493,            2.145,           2.8027,           1.0864,           3.6595
    4,    36,          0.15701,         0.047845,       5.3967e-05,          0.10652,         0.002597,            2.544,           1.8739,           1.1201,           3.8476
    4,    37,          0.18321,          0.05585,       3.5021e-05,          0.12521,        0.0021145,           2.7486,           1.5144,           1.2144,           3.4719
    4,    38,          0.20329,          0.04198,       4.5958e-05,          0.15868,        0.0025842,            2.383,           1.7359,           1.3671,           3.8381
    4,    39,          0.14796,         0.052651,       0.00011106,          0.09382,        0.0013738,           2.6687,           2.6969,           1.0512,           2.7984
    4,    40,         0.092435,         0.045731,       0.00013362,         0.044932,        0.0016384,           2.4871,           2.9572,          0.72746,           3.0561
    4,    41,          0.13474,         0.048021,       0.00024376,         0.083486,        0.0029902,           2.5487,           3.9935,          0.99161,           4.1286
    4,    42,          0.10116,         0.045925,       0.00023127,         0.053076,        0.0019251,           2.4924,           3.8899,          0.79064,           3.3127
    4,    43,          0.18036,         0.046668,       0.00024341,           0.1289,        0.0045456,           2.5125,           3.9857,           1.2321,           5.0904
    4,    44,          0.12117,         0.058305,       0.00031463,         0.060549,         0.002003,           2.8083,           4.5363,          0.84448,           3.3791
    4,    45,         0.097691,         0.043914,       0.00021289,         0.051661,        0.0019035,           2.4372,            3.728,          0.78003,           3.2941
    4,    46,         0.099727,         0.043055,       8.5966e-05,         0.055489,        0.0010959,           2.4133,           2.3663,          0.80842,           2.4994
    4,    47,           0.1098,          0.03674,        7.496e-05,         0.071676,         0.001313,           2.2293,           2.2151,           0.9188,           2.7358
    4,    48,         0.092193,          0.03734,       0.00016672,         0.051932,        0.0027544,           2.2474,           3.3007,          0.78208,           3.9625
    4,    49,         0.099171,          0.04314,       1.8218e-05,          0.05523,       0.00078282,           2.4157,           1.0978,          0.80653,           2.1125
    4,    50,          0.11823,          0.03359,       0.00012043,         0.082492,        0.0020264,           2.1316,           2.7979,          0.98569,           3.3988
    4,    51,          0.14095,          0.04005,       3.9383e-05,         0.099262,        0.0016013,           2.3275,           1.6009,           1.0812,           3.0213
    4,    52,          0.19732,         0.067304,       2.0238e-05,          0.12758,        0.0024168,           3.0173,           1.1546,           1.2258,           3.7117
    4,    53,          0.14973,         0.054293,       2.1819e-05,         0.094503,       0.00090719,             2.71,           1.1953,            1.055,           2.2741
    4,    54,          0.11056,         0.033571,       6.9349e-05,         0.070051,        0.0068704,            2.131,           2.1306,          0.90833,           6.2581
    4,    55,          0.12839,         0.057231,       4.7373e-05,         0.068518,        0.0025979,           2.7824,           1.7624,          0.89833,           3.8483
    4,    56,          0.16961,         0.041718,       1.3006e-05,          0.12603,        0.0018534,           2.3755,          0.92639,           1.2183,           3.2504
    4,    57,          0.20477,         0.042606,       4.5491e-05,          0.16093,        0.0011882,           2.4007,           1.7242,           1.3767,           2.6025
    4,    58,          0.12748,         0.060061,       0.00010285,         0.064238,        0.0030769,           2.8503,           2.5995,          0.86982,            4.188
    4,    59,          0.15704,         0.045827,       4.1196e-05,          0.10942,         0.001754,           2.4898,           1.6473,           1.1352,           3.1621
    4,    60,         0.089658,         0.048269,       0.00032937,         0.040242,       0.00081695,           2.5552,           4.6525,          0.68846,            2.158
    4,    61,          0.11724,         0.041074,       0.00037414,         0.073658,        0.0021365,           2.3571,           4.9502,          0.93142,           3.4899
    4,    62,         0.099189,         0.046652,       0.00050844,         0.050749,        0.0012793,           2.5121,           5.7627,          0.77312,           2.7005
    4,    63,           0.1096,         0.045936,       0.00031969,         0.062327,        0.0010197,           2.4927,           4.5714,          0.85679,            2.411
    4,    64,          0.10772,         0.044168,       0.00019795,         0.061176,        0.0021832,           2.4443,           3.6029,          0.84883,           3.5278
    4,    65,          0.47704,         0.031986,       0.00019426,          0.44149,        0.0033607,           2.0801,           3.5708,           2.2803,           4.3769
    4,    66,            0.091,         0.035115,       0.00023071,         0.052632,        0.0030228,           2.1794,            3.894,          0.78733,           4.1511
    4,    67,          0.21501,         0.070716,       0.00012523,          0.14096,        0.0032081,           3.0928,           2.8635,           1.2885,           4.2764
    4,    68,          0.18848,         0.042129,       0.00039086,          0.14387,         0.002089,           2.3872,           5.0561,           1.3017,           3.4508
    4,    69,          0.19752,         0.051565,       0.00023601,          0.14349,        0.0022292,            2.641,           3.9244,              1.3,           3.5648
    4,    70,          0.10892,         0.048976,       9.1272e-05,         0.057845,        0.0020082,           2.5739,           2.4329,           0.8254,           3.3834
    4,    71,          0.20798,         0.037268,       0.00017118,          0.16904,        0.0014984,           2.2453,           3.3524,            1.411,           2.9226
    4,    72,          0.14142,         0.055066,       0.00027324,         0.084254,         0.001831,           2.7292,           4.2326,          0.99616,           3.2307
    4,    73,          0.10784,         0.040401,        0.0004078,         0.063679,        0.0033531,           2.3377,           5.1681,          0.86602,            4.372
    4,    74,          0.10202,         0.051108,       0.00010426,         0.050598,       0.00020881,           2.6293,           2.6153,          0.77197,            1.091
    4,    75,          0.15822,         0.059936,       0.00022551,         0.096624,        0.0014393,           2.8473,           3.8388,           1.0668,           2.8644
    4,    76,          0.14475,         0.039193,       0.00019934,          0.10367,        0.0016899,           2.3025,           3.6159,            1.105,           3.1037
    4,    77,          0.15178,         0.044844,       0.00071371,          0.10491,        0.0013059,           2.4629,           6.8363,           1.1116,           2.7284
    4,    78,          0.13991,         0.051898,        0.0010383,          0.08441,        0.0025647,           2.6496,           8.2419,          0.99708,           3.8236
    4,    79,          0.10754,         0.048616,        0.0010203,         0.055264,        0.0026431,           2.5644,           8.1738,          0.80678,           3.8816
    4,    80,          0.11899,         0.046765,       0.00029861,         0.069485,        0.0024376,           2.5151,           4.4227,          0.90465,           3.7277
    4,    81,          0.24043,         0.080728,       0.00031595,          0.15519,        0.0041932,           3.3045,           4.5555,            1.352,           4.8891
    4,    82,          0.16056,          0.04964,       0.00020232,          0.10908,        0.0016379,           2.5913,           3.6474,           1.1335,           3.0557
    4,    83,          0.15045,         0.056563,       0.00034739,         0.091069,        0.0024754,           2.7661,           4.7635,           1.0357,           3.7565
    4,    84,          0.15208,         0.046515,       0.00016876,          0.10268,        0.0027163,           2.5084,           3.3202,           1.0997,            3.935
    4,    85,          0.10836,         0.048839,       0.00019617,         0.055628,        0.0037013,           2.5703,           3.5853,          0.80943,           4.5934
    4,    86,          0.16777,         0.048788,       7.2777e-05,          0.11595,        0.0029614,           2.5689,           2.1792,           1.1686,           4.1087
    4,    87,         0.097046,         0.046532,       4.4615e-05,         0.048242,        0.0022269,           2.5088,           1.7008,          0.75378,           3.5629
    4,    88,         0.083612,         0.037278,       3.9172e-05,         0.045439,       0.00085628,           2.2455,           1.6058,          0.73156,           2.2093
    4,    89,          0.11928,         0.051101,       0.00010478,         0.065038,        0.0030418,           2.6291,           2.6138,          0.87522,           4.1641
    4,    90,          0.10357,         0.036545,       0.00017718,         0.065522,         0.001321,           2.2234,           3.4096,          0.87847,           2.7442
    4,    91,          0.10911,         0.054144,       0.00037671,         0.051623,        0.0029671,           2.7063,           4.9717,          0.77975,           4.1126
    4,    92,         0.097695,         0.038695,       5.1935e-05,         0.057587,        0.0013608,           2.2878,           1.8433,          0.82356,           2.7852
    4,    93,          0.11424,         0.045199,       2.4896e-05,          0.06719,        0.0018295,           2.4726,           1.2828,          0.88958,           3.2294
    4,    94,          0.10913,         0.045602,       4.3782e-05,         0.058353,        0.0051357,           2.4836,           1.6943,          0.82902,           5.4107
    4,    95,         0.094755,          0.03459,        0.0001156,         0.058061,        0.0019878,           2.1631,           2.7505,          0.82694,           3.3662
    4,    96,          0.17815,         0.054319,       8.4363e-05,          0.12264,        0.0011041,           2.7106,           2.3494,           1.2018,           2.5088
    4,    97,          0.16129,         0.045502,       3.1832e-05,          0.11464,         0.001115,           2.4809,           1.4474,            1.162,           2.5211
    4,    98,          0.10252,         0.037709,       7.4045e-05,         0.062931,        0.0018031,           2.2585,           2.2026,          0.86092,           3.2061
    4,    99,          0.12068,         0.049932,       2.9275e-05,         0.069486,        0.0012333,           2.5989,           1.3867,          0.90465,           2.6515
    4,   100,          0.24291,         0.048296,       0.00018575,          0.19289,         0.001543,           2.5559,           3.4884,           1.5073,           2.9657
    4,   101,          0.21645,         0.040248,         0.000274,          0.17333,         0.002595,           2.3333,           4.2433,           1.4288,           3.8461
    4,   102,          0.14077,         0.040815,       0.00025583,         0.097645,        0.0020545,           2.3497,           4.0957,           1.0724,           3.4222
    4,   103,          0.11979,         0.058708,       0.00017294,           0.0603,       0.00060645,            2.818,           3.3621,          0.84274,           1.8593
    4,   104,           0.1708,          0.04686,         2.58e-05,          0.12152,        0.0023903,           2.5177,           1.3065,           1.1963,           3.6914
    4,   105,          0.11117,         0.051765,       3.2097e-05,           0.0587,       0.00066857,           2.6461,           1.4505,          0.83148,           1.9522
    4,   106,          0.14418,          0.06644,       0.00016381,          0.07597,        0.0016105,           2.9979,           3.2746,          0.94592,           3.0299
    4,   107,          0.10949,          0.04825,        0.0001602,         0.059134,        0.0019405,           2.5547,           3.2402,          0.83455,            3.326
    4,   108,          0.12527,         0.053337,       0.00010437,         0.069421,        0.0024095,            2.686,           2.6096,          0.90423,           3.7061
    4,   109,          0.10859,          0.03612,       0.00027631,         0.069342,         0.002856,           2.2104,           4.2528,          0.90372,           4.0349
    4,   110,          0.22695,         0.057078,       0.00023852,          0.16773,        0.0019077,           2.7786,           3.9478,           1.4055,           3.2977
    4,   111,         0.099136,         0.044273,       0.00022057,         0.054204,       0.00043849,           2.4472,           3.7921,            0.799,            1.581
    4,   112,          0.13817,         0.067052,       0.00025372,         0.068016,        0.0028446,           3.0116,           4.0832,          0.89503,           4.0269
    4,   113,          0.12147,         0.044896,       7.8712e-05,         0.074254,        0.0022434,           2.4643,           2.2746,          0.93517,           3.5761
    4,   114,          0.11084,         0.045451,       5.0868e-05,         0.064276,        0.0010654,           2.4795,           1.8234,          0.87007,           2.4644
    4,   115,          0.11812,         0.034908,       9.6335e-05,         0.081225,        0.0018904,            2.173,           2.5121,          0.97809,           3.2827
    4,   116,          0.10277,         0.041363,       0.00012806,         0.060466,       0.00081702,           2.3654,           2.8835,           0.8439,           2.1581
    4,   117,          0.13082,         0.040793,       0.00012443,         0.087522,        0.0023798,            2.349,           2.8454,           1.0153,           3.6832
    4,   118,            0.104,         0.040678,       4.0037e-05,         0.061218,        0.0020612,           2.3457,           1.6222,          0.84913,           3.4278
    4,   119,          0.20623,         0.051869,       4.1222e-05,          0.15365,       0.00066747,           2.6488,           1.6348,           1.3452,           1.9506
    4,   120,         0.098759,          0.04078,       3.5231e-05,         0.055501,        0.0024428,           2.3487,           1.5182,          0.80851,           3.7316
    4,   121,           0.1328,         0.040395,       3.6229e-05,          0.08468,        0.0076879,           2.3376,           1.5422,          0.99868,             6.62
    4,   122,          0.12867,         0.058107,       0.00025521,         0.068422,        0.0018888,           2.8036,           4.0841,           0.8977,           3.2813
    4,   123,          0.10494,         0.032666,       0.00031253,         0.069914,        0.0020429,           2.1021,           4.5211,          0.90744,           3.4125
    4,   124,          0.16064,         0.060347,       8.3045e-05,         0.099052,        0.0011613,           2.8571,           2.3359,           1.0801,            2.573
    4,   125,          0.21288,         0.051756,       4.4392e-05,          0.15791,        0.0031619,           2.6459,           1.7017,           1.3638,           4.2455
    4,   126,          0.20125,         0.047308,       4.8549e-05,          0.15096,        0.0029274,           2.5297,           1.7743,           1.3334,           4.0851
    4,   127,          0.11863,         0.043998,       0.00014077,         0.073593,       0.00089682,           2.4396,           3.0334,          0.93101,            2.261
    4,   128,          0.15173,         0.064684,       0.00022091,         0.085066,        0.0017557,            2.958,           3.8035,            1.001,           3.1636
    4,   129,          0.16055,         0.057897,       0.00010226,          0.10057,        0.0019805,           2.7985,           2.5799,           1.0884,             3.36
    4,   130,          0.13705,         0.039334,       0.00022839,         0.094122,        0.0033679,           2.3067,           3.8663,           1.0529,           4.3816
    4,   131,          0.11533,         0.049128,       5.6811e-05,          0.06481,        0.0013359,           2.5779,           1.9277,          0.87369,           2.7595
    4,   132,          0.12225,         0.066256,       0.00010343,         0.053551,        0.0023437,           2.9937,           2.6103,          0.79417,           3.6552
    4,   133,          0.16969,         0.042088,       1.8826e-05,          0.12626,        0.0013214,            2.386,           1.1035,           1.2195,           2.7446
    4,   134,          0.10836,         0.052782,       0.00020315,         0.054751,       0.00062822,            2.672,           3.6391,          0.80303,           1.8924
    4,   135,          0.11426,          0.05189,       9.4009e-05,         0.061031,        0.0012406,           2.6493,           2.4859,          0.84783,           2.6593
    4,   136,         0.096327,         0.046039,       0.00020328,         0.048878,        0.0012071,           2.4955,           3.6521,          0.75873,           2.6232
