epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_rmse, e/N_rmse
    1,     1,          0.78559,          0.78537,       0.00022278,           6.1008,           9.0146,           3.3398,          0.15181
    1,     2,           1.1694,           1.1688,       0.00055174,           6.5593,           10.997,            5.258,            0.239
    1,     3,           1.0463,           1.0457,       0.00055366,           6.4518,           10.402,           5.2691,           0.2395
    1,     4,          0.89571,          0.89425,        0.0014571,           6.3502,           9.6193,           8.5335,          0.38789
    1,     5,          0.74574,           0.7431,        0.0026388,           6.0117,           8.7687,           11.496,          0.52256
    1,     6,          0.62729,          0.62547,        0.0018174,           5.5197,           8.0448,           9.5379,          0.43354
    1,     7,            1.059,           1.0572,        0.0017466,           6.6008,           10.459,           9.3586,          0.42539
    1,     8,          0.83567,          0.83236,        0.0033117,             5.97,           9.2804,           12.886,          0.58571
    1,     9,          0.72778,          0.72471,        0.0030682,           5.6149,           8.6595,           12.393,          0.56334
    1,    10,          0.82526,           0.8223,        0.0029642,           5.9265,           9.2241,            12.17,          0.55319
    1,    11,          0.59436,          0.59156,        0.0028066,            5.415,           7.8237,           11.864,          0.53928
    1,    12,          0.68576,          0.68282,        0.0029401,           5.5293,           8.4055,           12.138,          0.55171
    1,    13,          0.74209,          0.73721,        0.0048804,           5.7081,           8.7339,           15.632,          0.71056
    1,    14,          0.87154,          0.86214,        0.0093975,           6.2899,            9.445,           21.683,          0.98561
    1,    15,           1.2218,           1.2194,        0.0024237,           6.8676,           11.233,           11.007,          0.50034
    1,    16,          0.97742,           0.9748,        0.0026226,           6.5846,           10.043,           11.466,          0.52116
    1,    17,          0.53994,          0.53195,        0.0079922,           5.1182,            7.419,           20.017,          0.90987
    1,    18,          0.76933,          0.76335,        0.0059809,           5.8243,           8.8873,           17.299,          0.78632
    1,    19,          0.67719,           0.6675,        0.0096849,           5.6556,           8.3107,           22.013,           1.0006
    1,    20,          0.47421,          0.46529,        0.0089141,           4.8226,           6.9386,           21.138,           0.9608
    1,    21,          0.57982,          0.57505,        0.0047689,           4.8939,           7.7138,           15.454,          0.70245
    1,    22,          0.63268,          0.62648,        0.0061948,           5.4551,           8.0513,           17.607,          0.80032
    1,    23,          0.72508,          0.71538,        0.0097025,            5.541,           8.6036,           22.041,           1.0019
    1,    24,          0.82214,          0.81829,        0.0038538,           5.9438,           9.2016,           13.893,          0.63151
    1,    25,          0.55841,          0.55484,        0.0035658,           5.2306,            7.577,           13.378,           0.6081
    1,    26,          0.57273,          0.56928,        0.0034479,           5.0858,           7.6749,           13.132,          0.59692
    1,    27,          0.66002,          0.65831,        0.0017109,           5.4826,           8.2533,           9.2544,          0.42065
    1,    28,          0.49655,          0.49524,        0.0013093,           4.7704,           7.1584,           8.1012,          0.36824
    1,    29,          0.44377,          0.44304,       0.00072826,           4.5638,           6.7707,           6.0354,          0.27434
    1,    30,           0.5858,           0.5851,       0.00070726,           5.0804,           7.7808,           5.9522,          0.27055
    1,    31,          0.59035,          0.58949,        0.0008577,           5.0676,             7.81,           6.5591,          0.29814
    1,    32,          0.47684,          0.47635,       0.00048271,            4.568,           7.0206,           4.9246,          0.22385
    1,    33,          0.55487,          0.55347,         0.001403,           4.8284,           7.5676,           8.3813,          0.38097
    1,    34,          0.66287,          0.65862,        0.0042498,           5.3782,           8.2552,           14.586,          0.66299
    1,    35,          0.54111,          0.53843,        0.0026774,           4.9431,           7.4641,           11.586,          0.52663
    1,    36,          0.41999,          0.41882,        0.0011651,           4.4828,           6.5831,           7.6388,          0.34722
    1,    37,          0.59488,          0.59305,        0.0018271,           5.1506,           7.8335,           9.5685,          0.43493
    1,    38,          0.50521,          0.50295,        0.0022565,           4.8588,            7.214,           10.635,          0.48341
    1,    39,          0.56425,          0.56337,       0.00087851,           4.8444,            7.635,           6.6352,           0.3016
    1,    40,          0.52128,           0.5203,       0.00097524,            4.913,           7.3374,           6.9873,           0.3176
    1,    41,          0.38748,          0.38618,        0.0013065,           4.5126,           6.3213,           8.0905,          0.36775
    1,    42,          0.64254,           0.6424,       0.00014195,            5.438,           8.1529,           2.6745,          0.12157
    1,    43,           0.4981,           0.4973,       0.00080272,           4.9501,           7.1733,           6.3464,          0.28847
    1,    44,          0.43354,          0.43234,        0.0011961,           4.6317,           6.6884,           7.7364,          0.35165
    1,    45,          0.44085,          0.44027,        0.0005741,           4.7047,           6.7495,           5.3701,           0.2441
    1,    46,          0.35888,          0.35768,        0.0012001,           4.3806,           6.0836,           7.7533,          0.35242
    1,    47,           0.4187,          0.41814,       0.00056077,           4.4475,           6.5777,           5.2974,          0.24079
    1,    48,          0.59299,          0.59251,       0.00047934,           4.9595,           7.8299,           4.9002,          0.22274
    1,    49,          0.47371,          0.47282,       0.00088647,           4.4822,           6.9946,           6.6581,          0.30264
    1,    50,          0.45977,          0.45845,        0.0013195,              4.7,           6.8875,           8.1246,           0.3693
    1,    51,          0.41926,          0.41867,       0.00059056,           4.5658,           6.5818,           5.4411,          0.24732
    1,    52,          0.34017,          0.33973,       0.00044015,           4.0574,            5.929,           4.7023,          0.21374
    1,    53,          0.42155,          0.42131,       0.00023805,           4.6767,           6.6026,           3.4538,          0.15699
    1,    54,          0.33783,          0.33743,       0.00039589,           4.0608,           5.9089,           4.4509,          0.20231
    1,    55,          0.33678,          0.33645,       0.00032525,           4.1771,           5.9003,           4.0338,          0.18335
    1,    56,           0.4568,          0.45605,       0.00074719,           4.7335,           6.8694,           6.1171,          0.27805
    1,    57,          0.38328,          0.38205,        0.0012337,           4.2081,           6.2874,           7.8482,          0.35674
    1,    58,          0.40346,          0.40291,       0.00054787,           4.4005,           6.4568,           5.2256,          0.23753
    1,    59,          0.40026,           0.3995,       0.00075803,           4.6176,           6.4294,           6.1557,          0.27981
    1,    60,          0.40673,          0.40644,       0.00028899,           4.3502,            6.485,           3.8034,          0.17288
    1,    61,          0.27485,           0.2736,        0.0012534,           3.7258,           5.3207,           7.9302,          0.36046
    1,    62,           0.3373,           0.3369,       0.00039792,           4.0631,           5.9042,           4.4713,          0.20324
    1,    63,          0.53647,           0.5357,       0.00076689,           4.7908,           7.4451,           6.1952,           0.2816
    1,    64,          0.45532,          0.45482,       0.00050281,           4.8105,           6.8601,            5.015,          0.22796
    1,    65,          0.44401,          0.44345,       0.00055537,           4.6299,           6.7738,           5.2805,          0.24002
    1,    66,          0.31667,          0.31542,        0.0012486,           4.1329,           5.7129,            7.904,          0.35927
    1,    67,           0.4089,          0.40857,       0.00033647,           4.3807,           6.5019,           4.0979,          0.18627
    1,    68,          0.36458,          0.36355,        0.0010372,           4.3007,           6.1333,           7.2104,          0.32775
    1,    69,          0.36771,          0.36701,       0.00070067,           4.0111,           6.1624,            5.918,            0.269
    1,    70,          0.35375,          0.35262,        0.0011363,           3.9788,           6.0404,           7.5463,          0.34301
    1,    71,          0.40657,          0.40597,       0.00059829,           4.2598,           6.4812,           5.4761,          0.24891
    1,    72,          0.39431,          0.39398,       0.00032961,           4.1093,           6.3848,           4.0647,          0.18476
    1,    73,          0.43425,          0.43394,       0.00031331,            4.501,           6.7008,           3.9614,          0.18006
    1,    74,          0.40969,          0.40952,       0.00017073,           4.3642,           6.5095,           2.9302,          0.13319
    1,    75,           0.3329,          0.33271,       0.00018945,           4.1458,           5.8674,           3.0757,           0.1398
    1,    76,          0.31411,          0.31376,       0.00035344,           3.9907,           5.6978,           4.2113,          0.19142
    1,    77,          0.34373,          0.34328,       0.00044471,           4.0413,           5.9599,           4.7209,          0.21458
    1,    78,          0.41745,          0.41713,        0.0003186,           4.4689,           6.5697,           4.0028,          0.18194
    1,    79,          0.27218,          0.27089,        0.0012865,           3.8951,           5.2943,           8.0279,           0.3649
    1,    80,          0.33519,          0.33481,       0.00037755,           4.1718,           5.8859,           4.3507,          0.19776
    1,    81,          0.25977,          0.25858,        0.0011825,           3.5468,           5.1726,           7.6878,          0.34945
    1,    82,          0.33594,          0.33556,       0.00037523,           4.1344,           5.8925,           4.3301,          0.19682
    1,    83,          0.34229,          0.34184,       0.00044879,           4.1463,           5.9473,           4.7346,          0.21521
    1,    84,          0.32572,          0.32518,       0.00054146,           4.0752,           5.8006,           5.2111,          0.23687
    1,    85,           0.4195,          0.41879,       0.00070451,            4.333,           6.5828,           5.9472,          0.27033
    1,    86,           0.4256,           0.4255,       0.00010936,           4.5529,           6.6353,           2.3458,          0.10663
    1,    87,           0.2209,           0.2208,        9.433e-05,           3.3532,           4.7798,           2.1783,         0.099015
    1,    88,          0.31082,          0.31076,       6.6139e-05,           3.8685,           5.6705,           1.8155,         0.082521
    1,    89,          0.30932,          0.30918,       0.00014206,           3.8902,           5.6561,            2.676,          0.12164
    1,    90,          0.37572,           0.3753,       0.00041788,           4.2722,           6.2316,           4.5666,          0.20757
    1,    91,          0.37279,          0.37271,       7.2971e-05,           3.9424,           6.2101,           1.9148,         0.087038
    1,    92,           0.3011,          0.30104,       6.0181e-05,           3.8738,           5.5812,           1.7362,         0.078919
    1,    93,          0.32621,          0.32596,       0.00025486,            3.969,           5.8076,           3.5665,          0.16211
    1,    94,          0.26271,          0.26209,       0.00062251,           3.5742,           5.2076,           5.5861,          0.25391
    1,    95,          0.29897,          0.29806,       0.00091547,           3.8374,           5.5534,           6.7577,          0.30717
    1,    96,          0.28913,          0.28802,        0.0011157,           3.8626,           5.4591,           7.4802,          0.34001
    1,    97,          0.39589,           0.3952,       0.00068127,           4.3437,           6.3947,           5.8402,          0.26546
    1,    98,          0.30148,          0.30096,       0.00052336,           3.9633,           5.5804,           5.1112,          0.23233
    1,    99,           0.3188,          0.31861,       0.00019591,           3.9664,           5.7417,           3.1344,          0.14247
    1,   100,          0.35881,           0.3584,       0.00041531,           4.1194,           6.0897,           4.5621,          0.20737
    1,   101,          0.26074,          0.26033,         0.000417,           3.5738,             5.19,           4.5725,          0.20784
    1,   102,          0.33609,          0.33514,       0.00094506,           4.0045,           5.8888,           6.8789,          0.31268
    1,   103,          0.27441,          0.27422,       0.00018716,           3.9055,           5.3267,           3.0621,          0.13918
    1,   104,          0.30176,          0.30115,       0.00061323,           3.7692,           5.5821,           5.5457,          0.25208
    1,   105,          0.25461,          0.25392,       0.00069185,           3.6729,           5.1258,           5.8852,          0.26751
    1,   106,          0.25577,          0.25562,       0.00015308,           3.6858,           5.1429,           2.7655,           0.1257
    1,   107,          0.38047,          0.37952,       0.00094479,           4.3489,           6.2666,            6.877,          0.31259
    1,   108,          0.37302,          0.37238,       0.00064353,           3.9927,           6.2073,           5.6779,          0.25809
    1,   109,          0.25383,          0.25338,        0.0004561,           3.5376,           5.1203,           4.7811,          0.21732
    1,   110,          0.19097,          0.19087,       0.00010074,            3.214,            4.444,           2.2473,          0.10215
    1,   111,          0.29692,          0.29667,       0.00025812,           3.8607,           5.5405,           3.5962,          0.16346
    1,   112,           0.2722,          0.27176,       0.00043465,           3.6526,           5.3028,           4.6636,          0.21198
    1,   113,          0.24657,          0.24617,       0.00040087,           3.5985,           5.0469,            4.487,          0.20395
    1,   114,          0.24239,          0.24185,       0.00053585,           3.4791,           5.0025,           5.1742,          0.23519
    1,   115,          0.21564,          0.21535,       0.00028753,           3.3118,           4.7204,           3.7926,          0.17239
    1,   116,          0.27999,          0.27956,       0.00042732,           3.7955,           5.3784,           4.6296,          0.21044
    1,   117,           0.2471,          0.24569,        0.0014125,           3.6667,            5.042,           8.4133,          0.38242
    1,   118,          0.25062,          0.24977,       0.00084979,           3.6739,           5.0837,           6.5198,          0.29636
    1,   119,          0.27036,          0.26736,         0.003003,           3.6314,           5.2597,           12.261,          0.55733
    1,   120,          0.34301,          0.34172,        0.0012931,           4.0272,           5.9463,           8.0556,          0.36617
    1,   121,          0.30292,          0.30099,        0.0019356,           3.4839,           5.5807,           9.8471,           0.4476
    1,   122,          0.23089,          0.22918,        0.0017098,           3.3868,           4.8696,           9.2556,          0.42071
    1,   123,          0.21327,          0.21236,       0.00090984,           3.4087,           4.6876,           6.7555,          0.30707
    1,   124,           0.2707,          0.27017,       0.00053421,           3.6098,           5.2872,           5.1706,          0.23503
    1,   125,          0.22409,          0.22363,        0.0004645,           3.2281,           4.8103,           4.8227,          0.21921
    1,   126,          0.31108,          0.31093,       0.00014838,           3.7191,           5.6721,           2.7285,          0.12402
    1,   127,          0.24184,           0.2416,       0.00023283,           3.3705,           4.9999,            3.418,          0.15537
    1,   128,          0.36474,          0.36455,        0.0001955,            4.093,           6.1417,           3.1281,          0.14219
    1,   129,          0.23914,          0.23867,       0.00047238,           3.4981,           4.9695,           4.8667,          0.22121
    1,   130,          0.28083,          0.28018,       0.00064062,           3.5642,           5.3844,            5.675,          0.25795
    1,   131,          0.22985,          0.22946,       0.00038359,           3.4284,           4.8727,           4.3792,          0.19906
    1,   132,          0.28863,          0.28802,       0.00060242,           3.6074,           5.4592,           5.4912,           0.2496
    1,   133,          0.24442,          0.24428,       0.00014341,           3.4371,           5.0275,           2.6825,          0.12193
    1,   134,          0.24906,           0.2489,       0.00015564,           3.5997,           5.0749,           2.7969,          0.12713
    1,   135,          0.23998,          0.23962,       0.00036504,           3.3843,           4.9793,           4.2794,          0.19452
    1,   136,          0.19628,          0.19618,       9.2205e-05,           3.1148,           4.5055,           2.1474,         0.097609
    1,   137,          0.22572,          0.22542,       0.00029086,           3.2494,           4.8296,           3.8178,          0.17354
    1,   138,          0.20403,            0.204,       3.0834e-05,           3.2031,           4.5943,           1.2455,         0.056612
    1,   139,          0.28763,          0.28704,       0.00059436,           3.6736,           5.4498,           5.4647,           0.2484
    1,   140,          0.21224,          0.21126,       0.00098477,           3.2714,           4.6754,           7.0254,          0.31933
    1,   141,          0.25921,          0.25828,       0.00093075,           3.6492,           5.1696,           6.8293,          0.31042
    1,   142,          0.29582,          0.29566,       0.00016213,           3.6603,            5.531,           2.8511,          0.12959
    1,   143,          0.22776,          0.22727,       0.00048766,           3.3726,           4.8494,           4.9471,          0.22487
    1,   144,          0.22543,          0.22509,       0.00033866,           3.3619,            4.826,            4.118,          0.18718
    1,   145,          0.25459,          0.25313,        0.0014648,           3.3936,           5.1178,           8.5615,          0.38916
    1,   146,          0.24643,          0.24545,       0.00097955,           3.5678,           5.0396,           7.0053,          0.31842
    1,   147,           0.2434,          0.24279,       0.00060801,           3.4794,           5.0122,           5.5226,          0.25103
    1,   148,          0.23919,          0.23875,       0.00044015,           3.3026,           4.9703,           4.6939,          0.21336
    1,   149,          0.30276,          0.30187,       0.00089185,           3.6088,           5.5889,           6.6843,          0.30383
    1,   150,          0.29702,          0.29676,       0.00026102,            3.677,           5.5413,           3.6103,           0.1641
    1,   151,          0.16938,          0.16908,       0.00030131,                3,           4.1827,           3.8804,          0.17638
    1,   152,          0.20279,          0.20274,       4.6033e-05,           3.0392,           4.5802,           1.5166,         0.068938
    1,   153,          0.26304,          0.26282,       0.00022741,           3.4973,           5.2148,           3.3688,          0.15313
    1,   154,          0.25351,          0.25321,       0.00029838,           3.5461,           5.1186,           3.8626,          0.17557
    1,   155,            0.159,          0.15892,       7.7618e-05,           2.8337,           4.0551,           1.9764,         0.089835
    1,   156,           0.2976,          0.29743,       0.00016331,           3.5758,           5.5476,           2.8623,           0.1301
    1,   157,          0.24239,          0.24231,       7.6571e-05,           3.4891,           5.0073,           1.9525,         0.088751
    1,   158,          0.24287,          0.24239,       0.00048471,           3.4331,            5.008,           4.9277,          0.22398
    1,   159,          0.25196,          0.25181,       0.00015481,           3.4611,           5.1044,           2.7763,           0.1262
    1,   160,          0.22742,          0.22738,       3.6481e-05,           3.2485,           4.8505,           1.3526,         0.061481
    1,   161,          0.21923,          0.21917,       6.4205e-05,           3.1982,           4.7621,           1.7933,         0.081515
    1,   162,          0.22165,          0.22129,       0.00036076,           3.2161,           4.7851,           4.2483,          0.19311
