epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_rmse, e/N_rmse
    5,    59,         0.054497,         0.054326,       0.00017053,           1.6492,           2.3709,           2.9214,          0.13279
    5,    60,         0.046519,         0.046044,       0.00047428,           1.6211,           2.1827,           4.8855,          0.22207
    5,    61,         0.057523,            0.057,       0.00052306,           1.6451,           2.4286,            5.111,          0.23232
    5,    62,          0.03644,         0.036357,       8.2555e-05,           1.4342,           1.9396,           2.0234,         0.091973
    5,    63,         0.048574,         0.048299,       0.00027461,           1.6682,           2.2355,            3.701,          0.16823
    5,    64,         0.045817,          0.04562,       0.00019691,           1.5987,           2.1726,           3.1395,           0.1427
    5,    65,         0.041329,         0.040933,       0.00039532,            1.483,            2.058,           4.4568,          0.20258
    5,    66,         0.040972,         0.040868,       0.00010414,           1.4237,           2.0564,           2.2803,          0.10365
    5,    67,         0.048166,         0.048005,       0.00016156,           1.5314,           2.2287,           2.8426,          0.12921
    5,    68,         0.051157,         0.051106,       5.1183e-05,           1.5665,           2.2996,           1.5995,         0.072705
    5,    69,         0.040841,         0.040726,       0.00011499,           1.4931,           2.0528,           2.3963,          0.10892
    5,    70,          0.05149,         0.051316,       0.00017356,           1.5863,           2.3043,           2.9499,          0.13409
    5,    71,         0.047319,         0.047096,       0.00022298,           1.5477,           2.2075,           3.3385,          0.15175
    5,    72,         0.049068,          0.04872,       0.00034848,           1.5912,           2.2452,           4.1797,          0.18999
    5,    73,         0.049636,         0.049418,       0.00021761,           1.5645,           2.2613,           3.3035,          0.15016
    5,    74,         0.037751,         0.037372,       0.00037893,             1.47,           1.9665,            4.348,          0.19764
    5,    75,         0.048468,         0.047927,       0.00054035,           1.5703,           2.2269,           5.2018,          0.23644
    5,    76,         0.051325,         0.050837,       0.00048753,           1.6486,           2.2935,           4.9478,           0.2249
    5,    77,         0.052044,          0.05162,       0.00042435,            1.615,           2.3111,           4.6015,          0.20916
    5,    78,         0.039305,         0.038771,       0.00053376,           1.3401,           2.0029,           5.1697,          0.23499
    5,    79,         0.030933,         0.030794,       0.00013945,           1.2785,            1.785,           2.6423,          0.12011
    5,    80,         0.048389,         0.048237,        0.0001514,           1.4692,           2.2341,           2.7514,          0.12506
    5,    81,         0.052998,         0.052859,       0.00013917,            1.619,           2.3387,           2.6347,          0.11976
    5,    82,         0.056669,          0.05648,       0.00018939,           1.6262,           2.4175,           3.0789,          0.13995
    5,    83,          0.04867,           0.0486,       6.9662e-05,           1.5613,           2.2425,           1.8672,         0.084871
    5,    84,         0.049149,         0.049071,       7.8122e-05,           1.5507,           2.2533,           1.9826,         0.090118
    5,    85,          0.07075,         0.070477,       0.00027342,           1.8322,           2.7004,           3.6933,          0.16788
    5,    86,         0.048218,         0.048007,       0.00021135,           1.5238,           2.2288,           3.2559,          0.14799
    5,    87,         0.052099,         0.051713,       0.00038668,           1.5697,           2.3132,           4.3994,          0.19997
    5,    88,          0.04384,         0.043636,       0.00020462,           1.5481,           2.1249,           3.2004,          0.14547
    5,    89,         0.033736,         0.033508,       0.00022776,           1.3777,            1.862,           3.3828,          0.15376
    5,    90,         0.051116,         0.050974,       0.00014234,           1.6087,           2.2966,           2.6686,           0.1213
    5,    91,         0.042758,         0.042559,        0.0001995,           1.5356,           2.0985,           3.1595,          0.14361
    5,    92,         0.043615,         0.043229,       0.00038536,           1.5347,            2.115,           4.3908,          0.19958
    5,    93,          0.05742,         0.057343,        7.749e-05,           1.7075,           2.4358,            1.968,         0.089455
    5,    94,         0.040735,         0.040566,       0.00016992,           1.5251,           2.0488,           2.9198,          0.13272
    5,    95,          0.05574,         0.055364,       0.00037603,           1.7458,           2.3934,           4.3413,          0.19733
    5,    96,         0.045623,         0.045442,       0.00018147,           1.4988,           2.1684,           3.0156,          0.13707
    5,    97,         0.049288,         0.048911,       0.00037695,           1.6258,           2.2496,           4.3439,          0.19745
    5,    98,         0.045125,         0.044926,       0.00019945,            1.534,           2.1561,           3.1595,          0.14361
    5,    99,          0.04548,         0.045277,        0.0002031,           1.5614,           2.1645,           3.1888,          0.14495
    5,   100,         0.044703,         0.044549,       0.00015409,           1.5004,            2.147,           2.7809,          0.12641
    5,   101,         0.048634,         0.048571,       6.2424e-05,           1.5644,           2.2418,           1.7662,         0.080283
    5,   102,         0.046195,         0.046155,       4.0111e-05,           1.5606,           2.1853,             1.42,         0.064546
    5,   103,         0.062588,         0.062483,        0.0001051,           1.6955,           2.5427,           2.2977,          0.10444
    5,   104,         0.065516,           0.0652,       0.00031585,           1.7951,           2.5974,           3.9704,          0.18047
    5,   105,         0.049145,         0.048976,       0.00016966,           1.6391,           2.2511,           2.9176,          0.13262
    5,   106,         0.035297,         0.034892,       0.00040504,           1.3926,           1.9001,           4.5009,          0.20459
    5,   107,         0.031562,         0.031083,       0.00047903,           1.3395,           1.7934,           4.9015,          0.22279
    5,   108,         0.059394,         0.058934,        0.0004603,           1.7382,           2.4694,           4.8083,          0.21856
    5,   109,         0.047072,         0.046393,       0.00067904,           1.5383,            2.191,             5.83,            0.265
    5,   110,         0.039511,         0.039343,       0.00016798,           1.4917,           2.0176,           2.8939,          0.13154
    5,   111,         0.057927,         0.057736,       0.00019072,           1.6671,           2.4442,           3.0928,          0.14058
    5,   112,         0.043878,         0.043664,       0.00021384,           1.5856,           2.1256,           3.2696,          0.14862
    5,   113,         0.049899,         0.049704,       0.00019448,           1.5756,           2.2678,           3.1248,          0.14204
    5,   114,          0.04425,         0.044085,       0.00016506,           1.5315,           2.1358,           2.8667,          0.13031
    5,   115,          0.04335,         0.043279,       7.1305e-05,            1.523,           2.1162,            1.899,         0.086316
    5,   116,         0.059807,         0.058781,        0.0010259,           1.7581,           2.4662,           7.1625,          0.32557
    5,   117,         0.040342,         0.040305,       3.6686e-05,           1.4677,           2.0422,           1.3612,         0.061871
    5,   118,           0.0358,         0.035551,       0.00024907,           1.3701,           1.9179,           3.5385,          0.16084
    5,   119,         0.058296,         0.057793,       0.00050319,           1.6133,           2.4454,           5.0255,          0.22843
    5,   120,         0.035558,         0.035491,       6.7664e-05,           1.3622,           1.9163,           1.8313,         0.083239
    5,   121,         0.042307,         0.042226,       8.0611e-05,           1.4228,           2.0903,           2.0117,          0.09144
    5,   122,         0.026993,         0.026866,       0.00012747,           1.2406,           1.6673,           2.5271,          0.11487
    5,   123,         0.043046,         0.042899,       0.00014753,           1.4615,           2.1068,           2.7233,          0.12379
    5,   124,         0.041601,         0.041517,       8.3949e-05,           1.4417,           2.0727,           2.0444,         0.092926
    5,   125,         0.049856,          0.04958,       0.00027553,            1.522,            2.265,           3.7176,          0.16898
    5,   126,         0.051563,         0.051468,       9.4601e-05,           1.5836,           2.3077,            2.179,         0.099046
    5,   127,         0.058855,         0.058796,       5.9021e-05,           1.6985,           2.4665,           1.7239,          0.07836
    5,   128,         0.051321,          0.05124,       8.1272e-05,           1.6435,           2.3026,           2.0175,         0.091702
    5,   129,         0.059189,         0.059048,        0.0001411,           1.6798,           2.4718,           2.6637,          0.12108
    5,   130,          0.03627,         0.036245,       2.4502e-05,           1.4269,           1.9366,           1.1114,         0.050517
    5,   131,         0.080809,         0.080619,       0.00018933,           1.7593,           2.8882,           3.0826,          0.14012
    5,   132,         0.042575,         0.042482,       9.3353e-05,           1.4959,           2.0966,           2.1653,         0.098424
    5,   133,         0.042785,           0.0427,       8.4953e-05,           1.4937,            2.102,           2.0698,         0.094081
    5,   134,         0.039164,         0.039087,       7.6598e-05,           1.4125,           2.0111,           1.9535,         0.088796
    5,   135,         0.035225,         0.035103,       0.00012118,           1.3368,           1.9058,           2.4761,          0.11255
    5,   136,         0.047557,         0.047176,       0.00038104,           1.6229,           2.2094,           4.3626,           0.1983
    5,   137,         0.063049,           0.0628,       0.00024881,            1.695,           2.5491,           3.5344,          0.16065
    5,   138,         0.035373,         0.035111,        0.0002623,           1.3633,            1.906,           3.6301,          0.16501
    5,   139,         0.054005,         0.053921,        8.387e-05,           1.5961,           2.3621,           2.0496,         0.093163
    5,   140,         0.042663,         0.042561,       0.00010174,            1.518,           2.0985,           2.2557,          0.10253
    5,   141,         0.048404,         0.048207,       0.00019729,           1.5652,           2.2334,           3.1485,          0.14311
    5,   142,         0.040529,         0.040214,        0.0003149,           1.4771,           2.0399,           3.9652,          0.18023
    5,   143,         0.038855,         0.038787,        6.813e-05,           1.4222,           2.0033,            1.843,         0.083773
    5,   144,         0.041989,         0.041902,       8.7109e-05,           1.4998,           2.0822,           2.0849,         0.094769
    5,   145,         0.037153,         0.036897,       0.00025577,           1.4178,           1.9539,           3.5716,          0.16235
    5,   146,         0.054634,         0.054434,       0.00019943,           1.5733,           2.3733,           3.1555,          0.14343
    5,   147,         0.036596,          0.03649,        0.0001059,            1.379,           1.9431,           2.3089,          0.10495
    5,   148,         0.035989,         0.035702,       0.00028698,           1.4476,            1.922,           3.7838,          0.17199
    5,   149,          0.05368,         0.053354,       0.00032595,            1.647,           2.3496,           4.0359,          0.18345
    5,   150,         0.051499,         0.051404,       9.5519e-05,           1.6191,           2.3063,           2.1878,         0.099444
    5,   151,         0.038408,         0.038251,       0.00015618,           1.4544,           1.9895,           2.7881,          0.12673
    5,   152,         0.032293,         0.032109,        0.0001848,           1.2723,           1.8227,           3.0434,          0.13834
    5,   153,         0.038833,         0.038766,       6.6303e-05,           1.4906,           2.0028,           1.8262,         0.083011
    5,   154,         0.036826,         0.036717,       0.00010932,           1.4332,           1.9491,           2.3438,          0.10654
    5,   155,         0.043814,         0.043244,       0.00056946,           1.5137,           2.1153,           5.3381,          0.24264
    5,   156,         0.047418,         0.046776,       0.00064277,           1.5908,              2.2,           5.6814,          0.25825
    5,   157,         0.049284,         0.049003,       0.00028106,           1.5519,           2.2518,           3.7433,          0.17015
    5,   158,          0.04557,         0.045423,       0.00014747,           1.4997,           2.1679,           2.7123,          0.12329
    5,   159,          0.04561,         0.045441,       0.00016921,           1.4681,           2.1684,           2.9165,          0.13257
    5,   160,         0.058377,         0.057911,       0.00046629,           1.6203,           2.4479,           4.8236,          0.21926
    5,   161,         0.034373,         0.033938,       0.00043553,           1.3767,           1.8739,           4.6671,          0.21214
    5,   162,         0.032792,         0.032688,        0.0001045,           1.3129,           1.8391,           2.2842,          0.10383
    5,   163,         0.046975,         0.046831,       0.00014406,           1.4825,           2.2013,           2.6951,          0.12251
    5,   164,         0.030787,         0.030465,       0.00032168,           1.3031,           1.7755,           4.0183,          0.18265
    5,   165,         0.043182,          0.04314,       4.2048e-05,           1.4261,           2.1128,            1.456,         0.066182
    5,   166,         0.047901,          0.04772,       0.00018105,           1.6155,           2.2221,             3.02,          0.13727
    5,   167,         0.047361,         0.047078,       0.00028327,           1.5498,           2.2071,           3.7697,          0.17135
    5,   168,         0.044449,          0.04426,       0.00018942,           1.4747,             2.14,           3.0766,          0.13985
    5,   169,         0.027069,         0.026966,       0.00010282,           1.2272,           1.6704,           2.2693,          0.10315
    5,   170,         0.051587,         0.051219,       0.00036792,           1.5698,           2.3021,           4.2977,          0.19535
    5,   171,         0.037823,         0.037582,       0.00024127,           1.3655,            1.972,           3.4751,          0.15796
    5,   172,         0.033848,         0.033717,       0.00013155,           1.3149,           1.8678,           2.5573,          0.11624
    5,   173,         0.054377,         0.054218,       0.00015865,           1.6314,           2.3686,           2.8185,          0.12811
    5,   174,         0.032497,         0.032288,       0.00020912,           1.3223,           1.8278,           3.2285,          0.14675
    5,   175,         0.046919,         0.046842,       7.7675e-05,           1.4754,           2.2015,           1.9664,          0.08938
    5,   176,          0.03785,         0.037652,       0.00019835,           1.3867,           1.9738,           3.1454,          0.14297
    5,   177,          0.04452,         0.044372,       0.00014872,           1.5069,           2.1427,           2.7378,          0.12445
    5,   178,         0.048198,         0.048006,       0.00019178,           1.5909,           2.2287,           3.0991,          0.14087
    5,   179,         0.033388,         0.033291,       9.7073e-05,           1.2753,            1.856,           2.2082,          0.10037
    5,   180,         0.040488,         0.040339,       0.00014934,           1.3948,            2.043,           2.7396,          0.12453
    5,   181,           0.0336,         0.033564,       3.5381e-05,            1.351,           1.8636,           1.3335,         0.060615
    5,   182,         0.035603,         0.035368,        0.0002352,           1.3961,            1.913,           3.4328,          0.15604
    5,   183,         0.044949,         0.044796,       0.00015287,           1.5157,           2.1529,           2.7678,          0.12581
    5,   184,         0.039589,         0.039434,       0.00015475,           1.5093,             2.02,           2.7862,          0.12665
    5,   185,         0.041951,         0.041865,       8.5511e-05,            1.476,           2.0813,           2.0745,         0.094297
    5,   186,         0.052626,          0.05231,       0.00031581,           1.5634,           2.3265,            3.982,            0.181
    5,   187,         0.043079,         0.042901,       0.00017869,            1.518,           2.1069,           2.9937,          0.13608
    5,   188,         0.047039,         0.046826,       0.00021309,           1.5369,           2.2012,           3.2711,          0.14869
    5,   189,         0.037093,         0.037031,       6.1954e-05,           1.4319,           1.9575,           1.7597,         0.079986
    5,   190,         0.047151,         0.047027,       0.00012381,           1.5916,           2.2059,            2.486,            0.113
    5,   191,         0.036021,         0.035971,       4.9334e-05,           1.3613,           1.9293,           1.5678,         0.071264
    5,   192,         0.044895,         0.044813,       8.2025e-05,           1.4932,           2.1534,           2.0202,         0.091826
    5,   193,         0.044354,         0.044202,       0.00015255,           1.5405,           2.1386,            2.765,          0.12568
    5,   194,         0.041694,         0.041599,       9.4983e-05,            1.471,           2.0747,           2.1733,         0.098784
    5,   195,         0.057136,         0.056831,       0.00030547,            1.667,            2.425,            3.901,          0.17732
    5,   196,         0.035656,         0.035475,       0.00018021,           1.3257,           1.9159,           3.0042,          0.13655
    5,   197,         0.055152,          0.05505,        0.0001017,           1.6858,           2.3867,           2.2664,          0.10302
    5,   198,         0.036631,         0.036429,       0.00020239,           1.3428,           1.9415,           3.1874,          0.14488
    5,   199,         0.046592,         0.046486,       0.00010592,           1.6004,           2.1932,           2.2992,          0.10451
    5,   200,          0.03655,         0.036219,       0.00033157,            1.442,           1.9359,           4.0769,          0.18532
    5,   201,         0.036833,         0.036546,       0.00028684,           1.3944,           1.9446,           3.7916,          0.17235
    5,   202,         0.037311,         0.037187,       0.00012409,           1.3775,           1.9616,           2.4986,          0.11357
    5,   203,         0.030346,         0.030024,       0.00032243,           1.3058,           1.7626,           4.0201,          0.18273
    5,   204,         0.044686,         0.044605,       8.0323e-05,           1.5341,           2.1483,           2.0028,         0.091036
    5,   205,         0.045273,         0.045029,       0.00024422,           1.4867,           2.1585,           3.4985,          0.15902
    5,   206,         0.039166,          0.03898,       0.00018585,           1.4685,           2.0083,           3.0586,          0.13903
    5,   207,         0.046844,         0.046674,       0.00017079,           1.5508,           2.1976,           2.9192,          0.13269
    5,   208,         0.053115,         0.053093,       2.2185e-05,           1.6206,           2.3438,           1.0626,           0.0483
    5,   209,          0.06184,         0.061658,        0.0001825,           1.7452,           2.5258,           3.0161,           0.1371
    5,   210,         0.029203,         0.029013,       0.00018988,            1.218,           1.7326,            3.087,          0.14032
    5,   211,           0.0444,         0.044208,       0.00019252,           1.5092,           2.1387,           3.1003,          0.14092
    5,   212,         0.035362,          0.03511,       0.00025158,           1.3486,            1.906,           3.5522,          0.16147
    5,   213,         0.036144,         0.036022,        0.0001221,           1.3906,           1.9306,           2.4683,           0.1122
    5,   214,         0.034979,         0.034872,       0.00010666,           1.3211,           1.8996,           2.3126,          0.10512
    5,   215,         0.040651,          0.04047,       0.00018084,           1.4798,           2.0463,           3.0165,          0.13711
    5,   216,         0.037818,         0.037712,       0.00010604,           1.4104,           1.9754,            2.302,          0.10464
    5,   217,         0.053044,         0.052901,       0.00014371,           1.6428,           2.3396,           2.6749,          0.12159
    5,   218,          0.03797,         0.037594,       0.00037603,           1.4316,           1.9723,           4.3391,          0.19723
    5,   219,         0.036729,         0.036588,       0.00014137,            1.371,           1.9457,           2.6643,           0.1211
    5,   220,         0.033868,         0.033828,       4.0586e-05,           1.3775,           1.8709,           1.4229,         0.064677
    5,   221,         0.059778,         0.059686,       9.1386e-05,           1.6323,           2.4851,           2.1405,         0.097294
    5,   222,         0.053674,         0.053466,       0.00020747,           1.5219,           2.3521,           3.2214,          0.14643
    5,   223,         0.046632,         0.046521,       0.00011045,           1.5059,            2.194,           2.3597,          0.10726
    5,   224,         0.036688,         0.036458,       0.00023016,           1.3525,           1.9423,           3.3906,          0.15412
    5,   225,         0.042511,         0.042416,       9.5142e-05,           1.4694,            2.095,           2.1749,          0.09886
    5,   226,         0.035118,         0.034963,       0.00015435,           1.3863,            1.902,           2.7738,          0.12608
    5,   227,         0.031939,         0.031841,       9.8008e-05,            1.325,           1.8151,           2.2109,          0.10049
    5,   228,         0.030889,         0.030536,       0.00035394,           1.3067,           1.7775,           4.1991,          0.19087
    5,   229,         0.031263,         0.031111,       0.00015268,           1.2571,           1.7942,           2.7662,          0.12574
    5,   230,         0.054781,         0.054336,       0.00044478,           1.5408,           2.3711,           4.7084,          0.21402
    5,   231,         0.047826,         0.047812,        1.408e-05,           1.5806,           2.2242,          0.83853,         0.038115
